rel_day,dd_pct_2021,dd_pct_2025,dd_pct_2021_scaled,dd_pct_2025_scaled
-192,-14.559747315052174,-14.334430103024708,-8.406074031678303,-14.334430103024708
-191,-14.395127856173517,-17.308862409388936,-8.31103094278086,-17.308862409388936
-190,-16.179872221546997,-18.379585721481327,-9.341453582563906,-18.379585721481327
-189,-15.300653311271562,-18.404356394221367,-8.833836308039775,-18.404356394221367
-188,-21.165991337049007,-18.444959345513546,-12.220190796110531,-18.444959345513546
-187,-14.964412144948614,-18.488848719621497,-8.639707380150586,-18.488848719621497
-186,-16.48530645496289,-18.473514895943733,-9.517796119446299,-18.473514895943733
-185,-15.095485947908305,-17.680490087591195,-8.715382875573072,-17.680490087591195
-184,-12.838452500106213,-19.110320567312613,-7.412284006914545,-19.110320567312613
-183,-13.765946954932307,-17.2997888409978,-7.947773180080276,-17.2997888409978
-182,-17.324258735009003,-18.36883092393765,-10.002165444168172,-18.36883092393765
-181,-16.040330583112617,-17.621140163989956,-9.260889180050656,-17.621140163989956
-180,-26.372126135811346,-17.5602188402763,-15.225954123613445,-17.5602188402763
-179,-26.449772634176327,-18.744243479830068,-15.270783350346099,-18.744243479830068
-178,-26.194375610383634,-19.086572149484425,-15.123329809909158,-19.086572149484425
-177,-30.84111513103013,-19.290414847940006,-17.806126123008486,-19.290414847940006
-176,-31.286327865411145,-18.36096547498779,-18.063169815050014,-18.36096547498779
-175,-35.62067531580067,-16.917989304003235,-20.565606482293774,-16.917989304003235
-174,-36.424645960835065,-18.78210070511933,-21.02977915062494,-18.78210070511933
-173,-45.59020443160912,-18.40733022669221,-26.321516800999596,-18.40733022669221
-172,-39.90064801147244,-18.66064668352626,-23.036649870264117,-18.66064668352626
-171,-44.67627035666908,-22.750375995494643,-25.79385671681139,-22.750375995494643
-170,-44.43878606176517,-25.11442918721948,-25.65674509522031,-25.11442918721948
-169,-48.62990570058533,-28.968609001689504,-28.076489146899057,-28.968609001689504
-168,-42.56708353978617,-28.437399728198464,-24.57611714031283,-28.437399728198464
-167,-43.1639030977622,-28.717683438574902,-24.920691072767926,-28.717683438574902
-166,-41.79563708100683,-27.31323191550802,-24.130722319671197,-27.31323191550802
-165,-42.99447236872744,-20.37528076104428,-24.822870195750713,-20.37528076104428
-164,-47.173497214570645,-27.28973694931085,-27.235631315448423,-27.28973694931085
-163,-48.767508027049104,-26.310670195389243,-28.155933887124032,-26.310670195389243
-162,-47.21135080776785,-23.438716831841088,-27.257486097670622,-23.438716831841088
-161,-44.79061574339379,-23.995533168454596,-25.859874056617496,-23.995533168454596
-160,-45.66977543803654,-26.716437808292227,-26.367457142980154,-26.716437808292227
-159,-44.33817870182456,-27.213507147082538,-25.59865940887614,-27.213507147082538
-158,-41.90579296171871,-31.90840291847864,-24.19432084705302,-31.90840291847864
-157,-45.40294979713464,-33.659981795414176,-26.213405287378748,-33.659981795414176
-156,-47.388968098022,-29.99887298508065,-27.360033488011588,-29.99887298508065
-155,-46.949795358175386,-29.26594155844705,-27.1064769884404,-29.26594155844705
-154,-50.274383036023984,-31.511463870723443,-29.0259285791908,-31.511463870723443
-153,-50.52980966763301,-29.060231766309485,-29.17339921370847,-29.060231766309485
-152,-44.648897930458055,-28.75194165070343,-25.77805323917008,-28.75194165070343
-151,-45.6740537674984,-30.23630647303638,-26.36992723764664,-30.23630647303638
-150,-44.721999629014064,-28.969572117887445,-25.82025852450961,-28.969572117887445
-149,-47.36353498378158,-30.11595074184448,-27.34534967265855,-30.11595074184448
-148,-42.239635894917704,-26.606363764932738,-24.387065154402514,-26.606363764932738
-147,-40.15198876442585,-28.894533538325017,-23.181761521640095,-28.894533538325017
-146,-40.53464018286971,-28.994461068055312,-23.402685421084445,-28.994461068055312
-145,-43.23971391151379,-29.17556070681916,-24.96446046649489,-29.17556070681916
-144,-43.59787966584025,-27.283941355347807,-25.17124756116978,-27.283941355347807
-143,-46.92128303103505,-26.06577678109331,-27.090015388690706,-26.06577678109331
-142,-47.35265411127476,-26.110206852014162,-27.33906759798772,-26.110206852014162
-141,-47.237183627528935,-26.586670573201143,-27.272400683113613,-26.586670573201143
-140,-53.18651902827738,-26.342537513798337,-30.707251078235096,-26.342537513798337
-139,-51.864041499499706,-28.736100923763598,-29.943718320998077,-28.736100923763598
-138,-50.1362921805905,-30.218869000821012,-28.946201786633655,-30.218869000821012
-137,-48.690971821797056,-30.43930433272184,-28.111745688419013,-30.43930433272184
-136,-53.22755546173168,-30.25693743580281,-30.73094347413652,-30.25693743580281
-135,-52.20185188008893,-28.03611820916484,-30.138753235166316,-28.03611820916484
-134,-48.6613492015438,-30.31137884614963,-28.09464306064169,-30.31137884614963
-133,-48.96269755630407,-29.79368699298057,-28.268626614382384,-29.79368699298057
-132,-46.84154918161775,-29.164746770561557,-27.043981029266103,-29.164746770561557
-131,-48.13305693449848,-29.452152471770145,-27.789633378052276,-29.452152471770145
-130,-50.33348023744877,-33.91557931692758,-29.060048364341753,-33.91557931692758
-129,-49.88222750853334,-33.07315678568587,-28.799517479829877,-33.07315678568587
-128,-48.68140849711761,-35.56113937660024,-28.106224300340983,-35.56113937660024
-127,-47.76538707112523,-30.245059002694873,-27.57735908346082,-30.245059002694873
-126,-50.076025470420085,-32.729670686916435,-28.91140678529359,-32.729670686916435
-125,-49.33261761371954,-29.53662790039485,-28.48220005910985,-29.53662790039485
-124,-49.83013255567417,-27.952597448350357,-28.769440444773213,-27.952597448350357
-123,-51.35188549236245,-29.291624657058822,-29.648024912410296,-29.291624657058822
-122,-49.94615078402238,-28.577583825325192,-28.836423600140957,-28.577583825325192
-121,-50.3934656733639,-29.30852988084901,-29.094680971914812,-29.30852988084901
-120,-49.29066333795858,-29.00763210448155,-28.457977746705602,-29.00763210448155
-119,-50.961358394770784,-28.273027897083093,-29.422553987489906,-28.273027897083093
-118,-51.55591295479641,-28.65263085327533,-29.76582022276862,-28.65263085327533
-117,-51.40190789807746,-28.132886041894867,-29.676905361815372,-28.132886041894867
-116,-52.86206177285979,-28.043780896809878,-30.519925594479222,-28.043780896809878
-115,-53.51971058951679,-26.058122541835992,-30.899619315808383,-26.058122541835992
-114,-53.31753361560438,-21.068749768725393,-30.78289238549611,-21.068749768725393
-113,-52.923557207408535,-20.845028014008783,-30.555430000169874,-20.845028014008783
-112,-54.34727866417822,-20.62380698205174,-31.377415966486897,-20.62380698205174
-111,-55.8898458957571,-19.98139158124924,-32.26801757288206,-19.98139158124924
-110,-52.421911975073776,-20.026793216755724,-30.26580499024371,-20.026793216755724
-109,-52.17455347341877,-20.791887655367958,-30.122992492726848,-20.791887655367958
-108,-50.26815059068333,-19.755642213484336,-29.022330275195664,-19.755642213484336
-107,-49.23696956301675,-20.343134645841054,-28.42697763128913,-20.343134645841054
-106,-47.61780691055316,-20.405323227709903,-27.49215363802749,-20.405323227709903
