cycle,rel_day,drawdown_pct,price_if_replayed_from_2025_peak
2021,114,-39.58757018444344,75346.43683714897
2021,115,-39.30231755434701,75702.20417413261
2021,116,-40.77970798587174,73859.60149828358
2021,117,-41.43832228554663,73038.17715097619
2021,118,-40.32960916753138,74420.96514960659
2021,119,-35.30371115027753,80689.26968003383
2021,120,-39.20373034997379,75825.16222415537
2021,121,-40.41197062538927,74318.24386524093
2021,122,-40.26216368557739,74505.08321540056
2021,123,-41.78433286294592,72606.63244743427
2021,124,-38.91094268659532,76190.3272614299
2021,125,-39.34782052629357,75645.45282656817
2021,126,-36.65356074238415,79005.73605389382
2021,127,-36.878194106771886,78725.5731196594
2021,128,-35.580812384451264,80343.66877138123
2021,129,-34.94361668653922,81138.37981929326
2021,130,-36.405043325670924,79315.68719968424
2021,131,-36.80745108469038,78813.80388046819
2021,132,-34.727381263130454,81408.06883398056
2021,133,-33.83303907153598,82523.49322024515
2021,134,-32.231728931106986,84520.64866856733
2021,135,-31.65291818433126,85242.54195287569
2021,136,-31.35504552916736,85614.04899648149
2021,137,-27.855091910456075,89979.19429969646
2021,138,-27.282598880747088,90693.20812159324
2021,139,-26.913659613115335,91153.3495082289
2021,140,-27.542226234058166,90369.40065287905
2021,141,-29.925993337736212,87396.36417578139
2021,142,-28.77555246894842,88831.19506273032
2021,143,-29.316364458927602,88156.69386209748
2021,144,-28.566574715633386,89091.83230474479
2021,145,-28.241689967742666,89497.02885471037
2021,146,-29.966950635207933,87345.2821975131
2021,147,-33.42352773308293,83034.23613012402
2021,148,-33.075221204847196,83468.6443456155
2021,149,-34.84815752256735,81257.43657451223
2021,150,-34.09023179241646,82202.72222728957
2021,151,-35.008874081118876,81056.99073804186
2021,152,-38.95667679453213,76133.28764085041
2021,153,-38.20163255972632,77074.97949004002
2021,154,-36.66713612954463,78988.80481880941
2021,155,-38.50234048303724,76699.93629744952
2021,156,-37.49065825372754,77961.70728435858
2021,157,-37.78088801214727,77599.7324684507
2021,158,-38.8711102509428,76240.00631102492
2021,159,-37.10407560550695,78443.8535111437
2021,160,-36.08280893713501,79717.57821907717
2021,161,-36.28312679534881,79467.74160602684
2021,162,-37.647953999623404,77765.5278885111
2021,163,-38.81337248057919,76312.0169101864
2021,164,-39.18334415563404,75850.58790408348
2021,165,-39.15004516397249,75892.11843645286
2021,166,-37.60805992770682,77815.28381091013
2021,167,-41.28717475699133,73226.68848462313
2021,168,-39.61430491398198,75313.09325840724
2021,169,-38.76790032676466,76368.72982134882
2021,170,-40.525365942204296,74176.81712405346
2021,171,-41.971722514771905,72372.91990502621
2021,172,-40.680612282319984,73983.19374893946
2021,173,-40.693031989529224,73967.70387893036
2021,174,-41.89486209348187,72468.78029163352
2021,175,-38.869415253681,76242.12031313534
2021,176,-43.73103721813351,70178.7010236104
2021,177,-44.50699155552365,69210.93007565851
2021,178,-45.3817334151452,68119.95124107083
2021,179,-47.4708637675228,65514.385985368164
2021,180,-53.50047752695586,57994.24627795088
2021,181,-52.29071175400474,59503.067238764714
2021,182,-55.270840530651256,55786.24794641528
2021,183,-55.3754526798369,55655.77557980001
2021,184,-54.86314746198815,56294.723108575665
2021,185,-53.75335570935174,57678.856381276375
2021,186,-51.83318576584445,60073.69406297161
2021,187,-53.99674190708148,57375.30489642026
2021,188,-53.170245833157416,58406.11154366482
2021,189,-55.67901128036087,55277.17702002377
2021,190,-53.37395368589482,58152.04692639367
2021,191,-55.10083230529182,55998.282358090975
2021,192,-54.65635779604745,56552.6313660476
2021,193,-53.43207668290886,58079.55587220706
2021,194,-55.166274608663656,55916.66265842754
2021,195,-54.38044305995698,56896.75247322289
2021,196,-54.56200808482876,56670.30441079429
2021,197,-55.0656842257083,56042.119074580805
2021,198,-55.91689644152276,54980.486432926016
2021,199,-55.35330985197127,55683.39213464257
2021,200,-54.63390678686149,56580.63228491024
2021,201,-51.166296797718715,60905.4385842181
2021,202,-50.99259039651534,61122.08536413471
2021,203,-54.11309576457166,57230.18826064003
2021,204,-53.11178383669102,58479.02539827351
2021,205,-54.258696029361055,57048.595479354466
