series,date,rel_day,price,log_norm,rel_plot,log_plot
left,2021-01-22,-290.0,32885.51,-0.7192444885870051,-125.0,-0.1977922343614264
left,2021-01-23,-289.0,32021.33,-0.7458743805649921,-124.0,-0.20511545465537284
left,2021-01-24,-288.0,32250.01,-0.7387582704913526,-123.0,-0.20315852438512197
left,2021-01-25,-287.0,31979.0,-0.7471971864371642,-122.0,-0.20547922627022017
left,2021-01-26,-286.0,32579.82,-0.7285835455138469,-121.0,-0.2003604750163079
left,2021-01-27,-285.0,30552.06,-0.7928445100244325,-120.0,-0.21803224025671894
left,2021-01-28,-284.0,33484.8,-0.7011850192900815,-119.0,-0.19282588030477243
left,2021-01-29,-283.0,34330.14,-0.6762529382834883,-118.0,-0.1859695580279593
left,2021-01-30,-282.0,34229.25,-0.6791960821132847,-117.0,-0.18677892258115333
left,2021-01-31,-281.0,33076.09,-0.7134659589482195,-116.0,-0.1962031387107604
left,2021-02-01,-280.0,33457.6,-0.7019976582602072,-115.0,-0.193049356021557
left,2021-02-02,-279.0,35511.07,-0.6424321449524967,-114.0,-0.1766688398619366
left,2021-02-03,-278.0,37769.41,-0.5807771080713656,-113.0,-0.15971370471962557
left,2021-02-04,-277.0,37070.87,-0.5994451378108698,-112.0,-0.1648474128979892
left,2021-02-05,-276.0,38376.86,-0.564821950022456,-111.0,-0.15532603625617541
left,2021-02-06,-275.0,38995.52,-0.5488298560741006,-110.0,-0.15092821042037768
left,2021-02-07,-274.0,38888.74,-0.551571875242123,-109.0,-0.15168226569158386
left,2021-02-08,-273.0,46674.44,-0.3690799323123193,-108.0,-0.10149698138588781
left,2021-02-09,-272.0,46595.44,-0.37077394154428084,-107.0,-0.10196283392467724
left,2021-02-10,-271.0,44887.29,-0.4081219426319207,-106.0,-0.1122335342237782
left,2021-02-11,-270.0,48121.0,-0.3385579515401735,-105.0,-0.09310343667354772
left,2021-02-12,-269.0,47524.18,-0.35103798966176736,-104.0,-0.09653544715698603
left,2021-02-13,-268.0,47274.23,-0.35631129707720666,-103.0,-0.09798560669623184
left,2021-02-14,-267.0,48703.26,-0.3265306555107278,-102.0,-0.08979593026545016
left,2021-02-15,-266.0,47911.87,-0.3429133421598558,-101.0,-0.09430116909396036
left,2021-02-16,-265.0,49257.23,-0.31522046493641404,-100.0,-0.08668562785751387
left,2021-02-17,-264.0,52269.84,-0.2558570921197309,-99.0,-0.070360700332926
left,2021-02-18,-263.0,51644.16,-0.26789950336955753,-98.0,-0.07367236342662833
left,2021-02-19,-262.0,56029.51,-0.1863981075866624,-97.0,-0.05125947958633216
left,2021-02-20,-261.0,55960.05,-0.18763858051837018,-96.0,-0.0516006096425518
left,2021-02-21,-260.0,57538.47,-0.15982285623885206,-95.0,-0.043951285465684324
left,2021-02-22,-259.0,54130.33,-0.2208819665857924,-94.0,-0.06074254081109291
left,2021-02-23,-258.0,48972.11,-0.3210256714199676,-93.0,-0.08828205964049109
left,2021-02-24,-257.0,49789.99,-0.30446266400007704,-92.0,-0.0837272326000212
left,2021-02-25,-256.0,46927.73,-0.3636678650867766,-91.0,-0.10000866289886358
left,2021-02-26,-255.0,46360.17,-0.37583593839150675,-90.0,-0.10335488305766437
left,2021-02-27,-254.0,45973.56,-0.3842101751810549,-89.0,-0.1056577981747901
left,2021-02-28,-253.0,45352.29,-0.3978159523832223,-88.0,-0.10939938690538614
left,2021-03-01,-252.0,49652.19,-0.3072341255308571,-87.0,-0.08448938452098571
left,2021-03-02,-251.0,48368.22,-0.3334336373220543,-86.0,-0.09169425026356494
left,2021-03-03,-250.0,50164.67,-0.2969656297463038,-85.0,-0.08166554818023355
left,2021-03-04,-249.0,48327.39,-0.334278143136261,-84.0,-0.09192648936247177
left,2021-03-05,-248.0,48908.09,-0.32233380134061085,-83.0,-0.088641795368668
left,2021-03-06,-247.0,48986.85,-0.32072472906387783,-82.0,-0.08819930049256641
left,2021-03-07,-246.0,50858.34,-0.28323250296509106,-81.0,-0.07788893831540004
left,2021-03-08,-245.0,52472.59,-0.25198568579029806,-80.0,-0.06929606359233198
left,2021-03-09,-244.0,54999.99,-0.20494362039633277,-79.0,-0.05635949560899151
left,2021-03-10,-243.0,56046.27,-0.1860990242320799,-78.0,-0.05117723166382198
left,2021-03-11,-242.0,57911.02,-0.15336892918977443,-77.0,-0.042176455527187975
left,2021-03-12,-241.0,57174.89,-0.1661618078214075,-76.0,-0.04569449715088707
left,2021-03-13,-240.0,61130.22,-0.09927028088883061,-75.0,-0.02729932724442842
left,2021-03-14,-239.0,59192.98,-0.13147367003301852,-74.0,-0.03615525925908009
left,2021-03-15,-238.0,55430.19,-0.1971522326380591,-73.0,-0.05421686397546625
left,2021-03-16,-237.0,57126.52,-0.16700816663513304,-72.0,-0.04592724582466159
left,2021-03-17,-236.0,59221.23,-0.13099653134272202,-71.0,-0.03602404611924856
left,2021-03-18,-235.0,57562.46,-0.15940600469217234,-70.0,-0.043836651290347396
left,2021-03-19,-234.0,58001.29,-0.15181137213221138,-69.0,-0.04174812733635813
left,2021-03-20,-233.0,58051.01,-0.15095451702391902,-68.0,-0.04151249218157773
left,2021-03-21,-232.0,57402.03,-0.1621969552567831,-67.0,-0.04460416269561535
left,2021-03-22,-231.0,54230.21,-0.21903849056978061,-66.0,-0.060235584906689676
left,2021-03-23,-230.0,54268.81,-0.21832696337573773,-65.0,-0.06003991492832788
left,2021-03-24,-229.0,52294.65,-0.2553825524272296,-64.0,-0.07023020191748815
left,2021-03-25,-228.0,51386.2,-0.27290696988763435,-63.0,-0.07504941671909945
left,2021-03-26,-227.0,55314.11,-0.19924859412143472,-62.0,-0.05479336338339456
left,2021-03-27,-226.0,55932.18,-0.1881367384436587,-61.0,-0.051737603072006144
left,2021-03-28,-225.0,55821.59,-0.190115911693914,-60.0,-0.052281875715826355
left,2021-03-29,-224.0,57630.72,-0.15822086494710094,-59.0,-0.043510737860452765
left,2021-03-30,-223.0,58800.0,-0.1381347689060241,-58.0,-0.03798706144915663
left,2021-03-31,-222.0,58837.71,-0.13749364793738772,-57.0,-0.037810753182781626
left,2021-04-01,-221.0,58768.84,-0.1386648413423874,-56.0,-0.03813283136915654
left,2021-04-02,-220.0,59019.55,-0.13440787885893504,-55.0,-0.03696216668620714
left,2021-04-03,-219.0,56731.0,-0.1739558252698304,-54.0,-0.04783785194920336
left,2021-04-04,-218.0,58266.39,-0.14725119755230595,-53.0,-0.04049407932688414
left,2021-04-05,-217.0,59200.0,-0.1313550819206453,-52.0,-0.03612264752817746
left,2021-04-06,-216.0,58018.31,-0.15151797342850806,-51.0,-0.04166744269283972
left,2021-04-07,-215.0,55962.11,-0.18760176922022817,-50.0,-0.05159048653556275
left,2021-04-08,-214.0,58108.65,-0.14996208979520878,-49.0,-0.04123957469368242
left,2021-04-09,-213.0,58126.14,-0.1496611471921895,-48.0,-0.04115681547785212
left,2021-04-10,-212.0,60039.35,-0.11727644321986964,-47.0,-0.03225102188546416
left,2021-04-11,-211.0,60133.37,-0.11571169509427996,-46.0,-0.03182071615092699
left,2021-04-12,-210.0,59903.04,-0.11954936872491607,-45.0,-0.032876076399351924
left,2021-04-13,-209.0,63660.94,-0.058705436121596045,-44.0,-0.016143994933438915
left,2021-04-14,-208.0,63283.43,-0.06465309828034259,-43.0,-0.017779602027094214
left,2021-04-15,-207.0,63346.93,-0.06365017914905995,-42.0,-0.017503799265991486
left,2021-04-16,-206.0,61486.08,-0.09346581608064254,-41.0,-0.0257030994221767
left,2021-04-17,-205.0,60199.33,-0.11461540112587033,-40.0,-0.03151923530961435
left,2021-04-18,-204.0,56351.2,-0.18067308807685378,-39.0,-0.049685099221134794
left,2021-04-19,-203.0,55797.39,-0.19054952971083514,-38.0,-0.05240112067047967
left,2021-04-20,-202.0,56514.9,-0.17777230361121743,-37.0,-0.048887383493084795
left,2021-04-21,-201.0,53919.48,-0.2247848011699705,-36.0,-0.06181582032174189
left,2021-04-22,-200.0,51653.27,-0.26772311950359673,-35.0,-0.0736238578634891
left,2021-04-23,-199.0,51231.69,-0.27591833792029175,-34.0,-0.07587754292808023
left,2021-04-24,-198.0,50167.5,-0.2969092171320696,-33.0,-0.08165003471131914
left,2021-04-25,-197.0,49272.06,-0.3149194376964537,-32.0,-0.08660284536652478
left,2021-04-26,-196.0,53969.71,-0.22385366055005831,-31.0,-0.06155975665126604
left,2021-04-27,-195.0,55120.81,-0.2027493020027258,-30.0,-0.0557560580507496
left,2021-04-28,-194.0,54964.11,-0.20559619703313164,-29.0,-0.05653895418411121
left,2021-04-29,-193.0,53562.87,-0.23142051965849586,-28.0,-0.06364064290608637
left,2021-04-30,-192.0,57640.17,-0.15805690334289774,-27.0,-0.043465648419296884
left,2021-05-01,-191.0,57868.94,-0.15409582530984284,-26.0,-0.04237635196020678
left,2021-05-02,-190.0,56631.64,-0.1757087841889826,-25.0,-0.04831991565197021
left,2021-05-03,-189.0,57213.29,-0.1654904097548854,-24.0,-0.045509862682593494
left,2021-05-04,-188.0,53128.68,-0.23955972837688547,-23.0,-0.0658789253036435
left,2021-05-05,-187.0,57518.01,-0.16017850765832298,-22.0,-0.04404908960603882
left,2021-05-06,-186.0,56485.77,-0.17828787578694472,-21.0,-0.0490291658414098
left,2021-05-07,-185.0,57373.88,-0.16268747631759517,-20.0,-0.044739055987338676
left,2021-05-08,-184.0,59045.17,-0.13397387960154242,-19.0,-0.036842816890424165
left,2021-05-09,-183.0,58410.34,-0.14478369485425363,-18.0,-0.039815516084919754
left,2021-05-10,-182.0,55936.77,-0.1880546781400165,-17.0,-0.05171503648850454
left,2021-05-11,-181.0,56719.0,-0.17416737220759596,-16.0,-0.047896027357088894
left,2021-05-12,-180.0,49095.57,-0.31850781711314985,-15.0,-0.08758964970611621
left,2021-05-13,-179.0,49635.45,-0.30757132762688094,-14.0,-0.08458211509739226
left,2021-05-14,-178.0,49923.92,-0.3017763771913843,-13.0,-0.08298850372763068
left,2021-05-15,-177.0,46984.74,-0.36245375567184984,-12.0,-0.09967478280975871
