rel_day,dd_pct_2025,dd_pct_2021,dd_pct_2017,dd_pct_2021_scaled,dd_pct_2017_scaled
-300,-42.19699308364293,-49.792367785926004,-94.16893761474608,-28.74763694479323,-31.389645871582026
-299,-42.243290248245735,-44.74424990299739,-94.1560180559987,-25.83310472618343,-31.385339351999566
-298,-41.70443518388507,-42.03276608211461,-93.8660341139118,-24.26762881229344,-31.288678037970598
-297,-43.09106905729004,-45.489567463852175,-93.87806447225955,-26.263414020574693,-31.29268815741985
-296,-43.08964972815622,-46.46366462160544,-94.01479211017715,-26.82580927682039,-31.338264036725718
-295,-43.6883700677679,-47.01349657504183,-93.91274328784463,-27.143254903145948,-31.304247762614878
-294,-42.411311782848045,-45.755179184283925,-93.82413708331808,-26.416765018865885,-31.274712361106026
-293,-43.70946569185791,-46.63174819499648,-93.82769388491654,-26.922852373164062,-31.275897961638847
-292,-43.37596558735135,-47.37299468110383,-93.59420032115825,-27.350811231454006,-31.198066773719418
-291,-42.6162950136433,-54.3778635384627,-93.45804804820513,-31.395074151888174,-31.15268268273504
-290,-40.937279338673726,-51.168183795849366,-93.31828666774766,-29.541964688477876,-31.106095555915886
-289,-38.567236240068716,-52.53218628705103,-93.4393225339073,-30.32947189394848,-31.146440844635766
-288,-38.88854532112237,-52.20439815229461,-93.37038334998404,-30.14022332610969,-31.123461116661346
-287,-40.6780405620611,-52.096610896890326,-93.3403597600205,-30.07799232518682,-31.113453253340168
-286,-41.29551632236952,-51.79250901520997,-93.60178467750794,-29.902419021937597,-31.200594892502643
-285,-41.45573154673588,-54.93536391633245,-93.98299011941438,-31.716947145124593,-31.327663373138126
-284,-41.92398343507726,-49.19495607162309,-93.77894478065518,-28.402721130723403,-31.25964826021839
-283,-42.71049453651216,-49.228620158807445,-94.16098711705538,-28.422157100521314,-31.386995705685127
-282,-41.403250162335766,-49.26570394877966,-93.84558250472061,-28.443567436644344,-31.28186083490687
-281,-36.09885390862123,-50.97747985077068,-93.60936903385762,-29.431861714451173,-31.20312301128587
-280,-35.87433800546071,-50.357758646851735,-93.55507550357511,-29.074065510546053,-31.18502516785837
-279,-35.322362595,-47.4301081588335,-93.51323077888725,-27.383785713195582,-31.171076926295747
-278,-35.137038762385544,-44.52219128040926,-93.45480508204182,-25.704899120656293,-31.151601694013937
-277,-32.01463294543405,-45.326872513035944,-93.82706621404623,-26.16948204692515,-31.275688738015408
-276,-25.0581037864153,-43.540277659140905,-94.24797183850029,-25.13799102709605,-31.41599061283343
-275,-25.713352288135983,-41.89437914851768,-94.89112525695276,-24.187731078928927,-31.63037508565092
-274,-23.47882977664659,-42.43229395587517,-94.57462222059493,-24.498296337757857,-31.52487407353164
-273,-26.25894071749454,-31.628164909023326,-94.47984391917691,-18.260529524198493,-31.493281306392305
-272,-23.065289647058474,-31.206594015993836,-94.13833865981807,-18.017135455625404,-31.379446219939357
-271,-23.492702029252033,-33.532362009441044,-94.50761835518848,-19.359918232714765,-31.502539451729493
-270,-24.096542091810658,-29.123269626688362,-94.56829320598588,-16.814327558650575,-31.522764401995293
-269,-23.51099278862523,-29.69446361961773,-95.10134269260342,-17.144106564227844,-31.70044756420114
-268,-21.985991221449307,-30.2521120365692,-94.90530015744078,-17.466065027867945,-31.635100052480258
-267,-20.30243876228417,-27.910089351948553,-94.91560442089516,-16.113897600454003,-31.638534806965055
-266,-16.78639721716868,-29.023461677789086,-94.53622968569381,-16.756703412486317,-31.512076561897935
-265,-16.355267544386553,-27.153994545944148,-94.52838379981485,-15.677366060674483,-31.509461266604948
-264,-17.393278699299753,-22.810986809273693,-94.54862618538259,-13.169929374815169,-31.51620872846086
-263,-17.177540670960813,-23.499353735388716,-94.63006648080635,-13.567358204908912,-31.543355493602114
-262,-21.356256850586377,-17.26489506323712,-94.39432376309608,-9.967891812290592,-31.46477458769869
-261,-22.293301324082016,-16.99660383542613,-94.34777150688085,-9.8129937996927,-31.44925716896028
-260,-18.933538054664112,-14.829060012527062,-94.23092011318998,-8.561561790061614,-31.41030670439666
-259,-19.187834524471516,-19.755519378093734,-94.00825387194467,-11.405854430923284,-31.336084623981556
-258,-17.654570434123784,-27.704981204217994,-94.06777799281318,-15.99547835614878,-31.35592599760439
-257,-18.50572014986088,-26.411134433845994,-94.1113488123944,-15.248475574984377,-31.370449604131466
-256,-17.81745534900374,-30.15448026217129,-93.83344753456113,-17.40969729663785,-31.27781584485371
