anchor,history_cycle,variant,days_compared,scale_used,corr,rmse_pct_points,mae_pct_points,pred_latest_dd_pct,obs_latest_dd_pct
2025_assumed_0815,2017,raw,290,1.0,0.7483848940867036,33.10618863754038,31.507475711509613,-66.4664670346597,-37.26284671801312
2025_assumed_0815,2017,std_scaled_to_2025,290,1.061300701478345,0.7483848940867035,36.41731218268528,34.890623632294265,-70.54090808867164,-37.26284671801312
2025_assumed_0815,2017,manual_pre_scale_x_post_gamma,290,0.21666666666666667,0.7483848940867038,17.22502248398794,14.468795609434805,-14.401067857509602,-37.26284671801312
2025_assumed_0815,2021,raw,290,1.0,0.8143476998995274,21.96815546723619,19.493680432465798,-68.82718208554313,-37.26284671801312
2025_assumed_0815,2021,std_scaled_to_2025,290,0.8273633853168025,0.8143476998995274,14.942932646050059,12.361782543708415,-56.94509037211095,-37.26284671801312
2025_assumed_0815,2021,manual_pre_scale_x_post_gamma,290,0.37527767497325676,0.8143476998995274,12.550978080552461,10.952881545610378,-25.829304868023616,-37.26284671801312
