std_2025_post_observed,std_2017_post_600d,std_2021_post_600d,post_scale17,post_scale21,mapped_2017_bottom_price,mapped_2021_bottom_price,mapped_center_price
11.522834080143145,16.208040100850774,17.262608724242266,0.7109332163818068,0.6675024768395157,51873.58088905765,61680.9071400061,57512.793483353
