u,obs_2017,fit_2017,obs_2021,fit_2021,obs_2025,fit_2025
0.5226130653266332,0.7965164670406942,2.447219205605309,9.124155979021678,2.126640661325663,1.3234114268797357,1.8480569668809088
0.5276381909547738,0.8007690520311089,2.1851932305276383,6.653480525119554,1.8989393211076138,1.285218866267763,1.6501838349453175
0.5326633165829145,0.7533528988448847,2.0598973836052012,5.847554656624787,1.7900568629485036,1.3020501965210078,1.5555646597215027
0.5376884422110553,0.780531000531396,2.1720521235882027,6.1359668496190185,1.8875196606668074,1.4041105117260873,1.6402601165565744
0.542713567839196,0.8070410862331574,2.260184671321251,6.4045701453883215,1.964107102922094,1.4659186392494687,1.706814828318383
0.5477386934673367,0.7801015625716015,2.11653089686447,6.149601892737067,1.8392715519371414,1.29699831367033,1.598332368677859
0.5527638190954774,0.8379681507346953,2.29049959005855,7.368487220752151,1.9904508561436522,1.277169478017841,1.7297076270691338
0.5577889447236181,0.8876245358814021,2.3880275930542276,7.965341673037206,2.0752029765558477,1.2640028024979375,1.8033574680761486
0.5628140703517588,0.9762617022867173,2.5468366586094846,7.853951621989093,2.213208519918444,1.4138799167062863,1.9232846896879316
0.5678391959798995,1.1197784680966072,2.731181489474114,7.883175333582241,2.373404718168268,1.5145447357302364,2.0624956554271434
0.5728643216080402,1.2117402926733634,2.727781626608866,7.579376987145406,2.3704502273749593,1.4502720072766189,2.0599281942695282
0.577889447236181,1.4514847340085162,2.763851670428979,6.484294850982469,2.4017952011590618,1.4720843345668526,2.0871670683453676
0.5829145728643216,1.5600500749733979,2.7639658536797618,5.98951560784084,2.40189442673861,1.482967057126271,2.087253295664779
0.5879396984924623,1.5064800463735928,2.749910345217727,6.524757972081177,2.389680148694982,1.3883262562120504,2.076639052250531
0.592964824120603,1.4241123049917315,2.797910268035514,6.956254789269723,2.4313922222889577,1.4509262891089085,2.1128869664422703
0.5979899497487438,1.7732028025961988,2.862609061389892,6.593286336545615,2.4876156633158084,1.316708084538391,2.161745301459207
0.6030150753768845,2.038837857298696,2.967125326344917,6.547199239510146,2.5784406038500034,1.284201427994124,2.2406724409488343
0.6080402010050251,2.447185073887745,3.0505507147693924,6.285859197353471,2.6509375108716586,1.2110637577956276,2.303672465605172
0.6130653266331658,1.7841806789261185,2.769643331360423,6.509135273132453,2.4068281714811355,1.2005303103215734,2.091540734304531
0.6180904522613065,1.998882131991545,2.9262417040170026,6.987554107533048,2.5429126162362747,1.177285892278978,2.2097985155965927
0.6231155778894473,2.3924949922962617,3.0261007659655563,6.360925169219184,2.629690433709763,1.1949302499702854,2.285208693286241
0.628140703517588,2.49638880883323,2.8492136939124095,5.16872310466795,2.4759750497223205,1.1763682595076312,2.151629574133273
0.6331658291457286,2.953505037200647,2.8186630154429695,4.330522474979254,2.4494264206026304,1.148987175495092,2.1285587376266504
0.6381909547738693,3.0911699560726356,2.76423569494475,3.8342198004724555,2.4021289195886633,1.1694698937664076,2.087457070638664
0.6432160804020101,2.6586456213641103,2.775144833243497,4.635133150676312,2.411608992739855,1.1381461057924116,2.0956952819887094
