u,obs_2017,fit_2017,obs_2021,fit_2021,obs_2025,fit_2025
0.0,0.8201925705195302,1.8484030218015102,0.7359189282784258,1.2689791110545035,1.204504522500054,0.41060845043461847
0.005025125628140704,0.768165013125156,1.8484030218015102,0.8015006741195801,1.2689791110545035,1.2605157228792454,0.41060845043461847
0.010050251256281407,0.7748564425288471,1.8484030218015102,0.8327868673503682,1.2689791110545035,1.2018908120366463,0.41060845043461847
0.01507537688442211,0.7832507515169975,1.8484030218015102,0.8963726910017004,1.2689791110545035,1.152150787786169,0.41060845043461847
0.020100502512562814,0.799428121505231,1.8484030218015102,0.7783110577263699,1.2689791110545035,1.1355179388115415,0.41060845043461847
0.02512562814070352,0.7642324723826567,1.8484030218015102,0.7426243020591724,1.2689791110545035,0.9438167447583368,0.41060845043461847
0.03015075376884422,0.753651058226206,1.8484030218015102,0.7623533449609758,1.2689791110545035,1.1017348978434771,0.41060845043461847
0.035175879396984924,0.7290913220047124,1.8484030218015102,0.8436407374919682,1.2689791110545035,1.0806943705534486,0.41060845043461847
0.04020100502512563,0.7290916398550445,1.8484030218015102,0.9545175067322766,1.2689791110545035,1.024813942426301,0.41060845043461847
0.04522613065326633,0.621484002669978,1.8484030218015102,0.8802720545218913,1.2689791110545035,0.9785282062838181,0.41060845043461847
0.05025125628140704,0.5417537780170931,1.8484030218015102,0.8644731596912125,1.2689791110545035,1.0277362750533356,0.41060845043461847
0.05527638190954774,0.5667803743900148,1.8484030218015102,0.8768458342821026,1.2689791110545035,1.116899961094358,0.41060845043461847
0.06030150753768844,0.5607854909584634,1.8484030218015102,0.8115873642291381,1.2689791110545035,1.1493456564575024,0.41060845043461847
0.06532663316582915,0.5542842348636964,1.8484030218015102,0.798987165473736,1.2689791110545035,1.2740628701479448,0.41060845043461847
0.07035175879396985,0.5154366774552144,1.8484030218015102,0.7937908554721915,1.2689791110545035,1.163695697330638,0.41060845043461847
0.07537688442211056,0.5180232550726138,1.8484030218015102,0.768139284283617,1.2689791110545035,1.1847992017757762,0.41060845043461847
0.08040201005025126,0.5183086213702617,1.8484030218015102,0.8110188960145163,1.2689791110545035,1.157647275813953,0.41060845043461847
0.08542713567839195,0.5275654033262087,1.8484030218015102,0.7354496259960115,1.2689791110545035,1.1343475889644887,0.41060845043461847
0.09045226130653267,0.5073343519046669,1.8484030218015102,0.7272605092021484,1.2689791110545035,1.1074992223613283,0.41060845043461847
0.09547738693467336,0.4889714754352719,1.8484030218015102,0.7269898446394899,1.2689791110545035,1.1901404552970156,0.41060845043461847
0.10050251256281408,0.4943652349661409,1.8484030218015102,0.7097053653149747,1.2689791110545035,1.1629875792010023,0.41060845043461847
0.10552763819095477,0.48400020078942085,1.8484030218015102,0.7275964790778202,1.2689791110545035,1.1337471178911602,0.41060845043461847
0.11055276381909548,0.5373426834055836,1.8484030218015102,0.7234032233112732,1.2689791110545035,1.0587558201643548,0.41060845043461847
0.11557788944723618,0.5422795011658883,1.8484030218015102,0.7165107462197837,1.2689791110545035,1.0068760122813432,0.41060845043461847
0.12060301507537688,0.5524469705060143,1.8484030218015102,0.6995897613146275,1.2689791110545035,1.0094085391604752,0.41060845043461847
0.12562814070351758,0.5207685675171283,1.8484030218015102,0.6902970987964697,1.2689791110545035,0.9537057939977828,0.41060845043461847
0.1306532663316583,0.5148023488178924,1.8484030218015102,0.7053437315636488,1.2689791110545035,0.9196778747205586,0.41060845043461847
0.135678391959799,0.5102837661778111,1.8484030218015102,0.7430180329134307,1.2689791110545035,0.8546359469363427,0.41060845043461847
0.1407035175879397,0.49598457718600236,1.8484030218015102,0.8106541543098694,1.2689791110545035,0.8206395075602508,0.41060845043461847
0.1457286432160804,0.4890675493818529,1.8484030218015102,0.9804908608840995,1.2689791110545035,0.8008481403490805,0.41060845043461847
0.15075376884422112,0.48791873453038337,1.8484030218015102,1.0657112939690003,1.2689791110545035,0.8576362673407161,0.41060845043461847
0.15577889447236182,0.48452908606916595,1.8484030218015102,0.9932274000729274,1.2689791110545035,0.7748083478644416,0.41060845043461847
0.16080402010050251,0.4919437808772551,1.8484030218015102,1.0804807528941012,1.2689791110545035,0.709001818020305,0.41060845043461847
0.1658291457286432,0.48428338935202797,1.8484030218015102,1.0563540551351014,1.2689791110545035,0.6849679865657267,0.41060845043461847
0.1708542713567839,0.48141637458197317,1.8484030218015102,1.020670589387378,1.2689791110545035,0.7039704462093624,0.41060845043461847
0.17587939698492464,0.4837230385701497,1.8484030218015102,1.0636139019461193,1.2689791110545035,0.7325018807027037,0.41060845043461847
