date,value,ma30
2010-05-28,277.0,197.63333333333333
2010-05-29,239.0,199.6
2010-05-30,200.0,200.6
2010-05-31,194.0,200.06666666666666
2010-06-01,183.0,200.16666666666666
2010-06-02,194.0,200.36666666666667
2010-06-03,235.0,202.3
2010-06-04,173.0,202.66666666666666
2010-06-05,190.0,203.1
2010-06-06,200.0,204.5
2010-06-07,209.0,205.4
2010-06-08,223.0,206.73333333333332
2010-06-09,220.0,208.83333333333334
2010-06-10,217.0,211.7
2010-06-11,247.0,214.66666666666666
2010-06-12,213.0,216.2
2010-06-13,238.0,219.03333333333333
2010-06-14,258.0,223.86666666666667
2010-06-15,269.0,228.36666666666667
2010-06-16,192.0,228.86666666666667
2010-06-17,204.0,228.23333333333332
2010-06-18,193.0,227.76666666666668
2010-06-19,214.0,227.0
2010-06-20,228.0,226.76666666666668
2010-06-21,242.0,227.3
2010-06-22,227.0,224.56666666666666
2010-06-23,257.0,224.8
2010-06-24,240.0,224.33333333333334
2010-06-25,210.0,221.76666666666668
2010-06-26,201.0,219.56666666666666
2010-06-27,234.0,218.13333333333333
2010-06-28,230.0,217.83333333333334
2010-06-29,264.0,219.96666666666667
2010-06-30,273.0,222.6
2010-07-01,283.0,225.93333333333334
2010-07-02,242.0,227.53333333333333
2010-07-03,286.0,229.23333333333332
2010-07-04,224.0,230.93333333333334
2010-07-05,251.0,232.96666666666667
2010-07-06,209.0,233.26666666666668
2010-07-07,218.0,233.56666666666666
2010-07-08,223.0,233.56666666666666
2010-07-09,268.0,235.16666666666666
2010-07-10,240.0,235.93333333333334
2010-07-11,353.0,239.46666666666667
2010-07-12,2300.0,309.03333333333336
2010-07-13,1479.0,350.4
2010-07-14,6132.0,546.2
2010-07-15,1329.0,581.5333333333333
2010-07-16,1182.0,614.5333333333333
2010-07-17,408.0,621.3333333333334
2010-07-18,420.0,628.9
2010-07-19,528.0,639.3666666666667
2010-07-20,594.0,651.5666666666667
2010-07-21,463.0,658.9333333333333
2010-07-22,397.0,664.6
2010-07-23,411.0,669.7333333333333
2010-07-24,894.0,691.5333333333333
2010-07-25,1823.0,745.3
2010-07-26,467.0,754.1666666666666
2010-07-27,426.0,760.5666666666667
2010-07-28,1951.0,817.9333333333333
2010-07-29,1867.0,871.3666666666667
2010-07-30,325.0,873.1
2010-07-31,295.0,873.5
2010-08-01,364.0,877.5666666666667
2010-08-02,398.0,881.3
2010-08-03,648.0,895.4333333333333
2010-08-04,439.0,901.7
2010-08-05,515.0,911.9
2010-08-06,359.0,916.6
2010-08-07,273.0,918.2666666666667
2010-08-08,391.0,922.3666666666667
2010-08-09,424.0,928.5
2010-08-10,340.0,928.0666666666667
2010-08-11,412.0,865.1333333333333
2010-08-12,392.0,828.9
2010-08-13,516.0,641.7
2010-08-14,434.0,611.8666666666667
2010-08-15,315.0,582.9666666666667
2010-08-16,453.0,584.4666666666667
2010-08-17,318.0,581.0666666666667
2010-08-18,377.0,576.0333333333333
2010-08-19,325.0,567.0666666666667
2010-08-20,423.0,565.7333333333333
