date,price,gma200,avg_index,estimate_price,estimate_index,ahr999
2021-11-20,59771.71,44882.21918784064,1.3317458691123094,27365.860471240307,2.184170677286617,2.908760276912687
2021-11-21,58742.9,44886.94826763832,1.3086855370462167,27399.852577131973,2.1439129949562963,2.8057079291847433
2021-11-22,56254.57,44886.02776566224,1.2532757474929577,27433.87966845208,2.050551022307305,2.5699058652546363
2021-11-23,57599.99,44886.91051342236,1.2832246492610824,27467.941773762912,2.096989664330034,2.6909088265140224
2021-11-24,57255.24,44880.00214663619,1.275740580691825,27502.0389216435,2.081854373165816,2.655906106938373
2021-11-25,59022.44,44882.34152871234,1.3150481456552772,27536.171140690498,2.143451233595142,2.818741570041808
2021-11-26,53839.39,44873.76609776624,1.1997965555799441,27570.338459517985,1.952801198978871,2.3429641522672346
2021-11-27,54665.93,44865.49469817235,1.2184403708854432,27604.540906756785,1.980323823701751,2.4129064942244405
2021-11-28,57471.87,44900.84620832104,1.2799729816528334,27638.778511055374,2.079392545405418,2.6615662763692476
2021-11-29,57828.33,44935.157607986686,1.2869283892246037,27673.05130107898,2.089698362888709,2.6892921481176577
2021-11-30,56879.47,44964.47257751949,1.2649869272221277,27707.35930551118,2.052865066382789,2.5968474723252135
2021-12-01,57228.47,45008.83585565239,1.271494116922667,27741.702553051866,2.0629040301531276,2.6229703381157616
2021-12-02,56566.29,45052.84443535636,1.255554243221282,27776.08107241859,2.036510832918393,2.556949817636796
2021-12-03,53681.96,45098.85721546023,1.190317522759699,27810.49489234592,1.9302770485675353,2.297642594690812
2021-12-04,49335.0,45129.91190161656,1.0931774054323562,27844.944041586325,1.7717758716382535,1.9368653503651574
2021-12-05,49511.76,45194.24929397252,1.0955323027481574,27879.428548908843,1.7759244926108004,1.9455826488967631
2021-12-06,50588.91,45243.14922952941,1.1181562482167247,27913.94844310065,1.8123165235158198,2.0264530445156264
2021-12-07,50676.09,45311.77066419947,1.1183868839634388,27948.503752965495,1.8131950979530693,2.0278536156175155
2021-12-08,50531.51,45380.100616845055,1.1135169229052513,27983.094507325062,1.8057870614264087,2.0107744520616504
2021-12-09,47639.07,45450.581033771654,1.0481509568514034,28017.720735018065,1.7003192533237763,1.7821912523241799
2021-12-10,47268.48,45495.90802188279,1.038961129806765,28052.38246490024,1.6850076837196757,1.7506574868104743
2021-12-11,49432.46,45553.57224246934,1.085150023732154,28087.079725845524,1.7599715058490975,1.909833121340063
2021-12-12,50065.39,45609.252476662725,1.0977024897660268,28121.812546744655,1.7803045204422823,1.9542447046312057
2021-12-13,46639.86,45653.79507604166,1.021598750384627,28156.58095650565,1.6564461456469466,1.6922233124723527
2021-12-14,48343.16,45722.60496231972,1.0573142112055929,28191.384984054275,1.7148203263991484,1.813103900766033
2021-12-15,48885.97,45801.547160567854,1.0673432019363667,28226.22465833334,1.7319344188514139,1.8485684281606685
2021-12-16,47605.48,45868.498546517825,1.0378687227296226,28261.100008303416,1.6844878644501806,1.7482772683304586
2021-12-17,46240.15,45918.70266108334,1.0070003575947952,28296.011062942143,1.6341578993994101,1.6455975890615655
2021-12-18,46813.13,45974.21260004402,1.0182475642868363,28330.957851244457,1.6523666529666485,1.6825183196920819
2021-12-19,46683.77,46024.586391996374,1.0143224232889196,28365.940402223296,1.6457684581591014,1.6693398506524086
2021-12-20,46963.71,46066.09938631585,1.0194852749775205,28400.958744908447,1.6535959374406461,1.685816708983388
2021-12-21,48954.47,46131.28330121725,1.0611989629759175,28436.01290834725,1.7215658945502048,1.8269239419913852
2021-12-22,48646.94,46203.587700002216,1.0528823067996875,28471.10292160482,1.7086426238544166,1.798999587300109
2021-12-23,50840.46,46284.21296324662,1.0984406289974382,28506.228813763144,1.7834859999248174,1.9590534835655415
2021-12-24,50815.7,46378.55953333635,1.0956722354318547,28541.390613922005,1.7804213076854414,1.9507581942022134
2021-12-25,50395.07,46473.81955296865,1.0843754717118117,28576.588351198756,1.7635089738725225,1.9123058754110296
2021-12-26,50841.73,46545.49013282541,1.0923019578247977,28611.822054728083,1.776948350327044,1.9409641620157747
2021-12-27,50663.26,46620.476431144714,1.0867169080699166,28647.091753661563,1.7685306569915396,1.921892167392704
2021-12-28,47594.55,46677.4356388478,1.019647916570398,28682.397477169052,1.659364425093295,1.6919674788774146
2021-12-29,46518.8,46739.84761902471,0.9952706816499176,28717.739254437998,1.6198628864147464,1.6122020391414078
2021-12-30,47097.85,46783.22867291528,1.0067250879430403,28753.117114672514,1.6380084918155289,1.649024242974435
2021-12-31,46244.63,46814.284192529405,0.9878316158763287,28788.531087094776,1.6063560124028136,1.5868092554045272
2022-01-01,47748.83,46855.201272225444,1.019072135078081,28823.981200944098,1.6565660956799417,1.6881603480225187
2022-01-02,47258.52,46903.89067827875,1.0075607655696135,28859.467485477642,1.6375395708108935,1.6499206236167603
2022-01-03,46519.76,46951.18522494383,0.9908111962908527,28894.98996996995,1.6099593752531898,1.5951657745742867
2022-01-04,45889.4,47009.65658507303,0.9761696496751532,28930.548683713187,1.5861918313991055,1.5483923243744544
2022-01-05,43422.85,47057.0433119639,0.9227704705569563,28966.143656016913,1.4990897827360634,1.3833157842224826
2022-01-06,43133.33,47102.4543042141,0.9157342358727368,29001.774916208073,1.4872651803077852,1.3619396434292779
2022-01-07,41656.16,47166.9233629412,0.8831646634965601,29037.442493631737,1.434567111381648,1.2669589801866055
2022-01-08,41667.48,47225.50016849886,0.8823089189385386,29073.146417649426,1.4331947220788233,1.2645204858657857
2022-01-09,41838.78,47276.69001072861,0.8849769302907082,29108.886717641497,1.4373198262729685,1.2719948877010256
2022-01-10,41872.47,47321.15647876797,0.8848572840519509,29144.663423005004,1.436711393515303,1.2712845416324448
2022-01-11,42771.24,47392.04826151871,0.9024982369189832,29180.476563155145,1.4657485085080924,1.3228354446951827
2022-01-12,43884.25,47464.97978248892,0.9245605960668724,29216.32616752407,1.5020454573368067,1.388732043354856
2022-01-13,42617.64,47514.488198012456,0.8969398938360597,29252.21226556182,1.45690314336236,1.3067545507368568
2022-01-14,43158.68,47567.42822790946,0.9073158168907963,29288.134886736363,1.4735892253605112,1.337010811769448
2022-01-15,43082.34,47610.63320131729,0.9048890364013894,29324.09406053239,1.4691788912921602,1.3294438712426244
2022-01-16,43137.67,47660.45228557808,0.9051040838119225,29360.089816452986,1.4692621946894129,1.3298352126038555
2022-01-17,42285.47,47715.71079469287,0.8861959571752446,29396.1221840187,1.438471024691435,1.274767206595281
2022-01-18,42411.61,47769.66015772486,0.8878357070150016,29432.191192767525,1.440993968890157,1.2793658991739456
2022-01-19,41723.49,47814.16169802949,0.8726178294937982,29468.29687225516,1.4158772113933495,1.2355196990357964
2022-01-20,40696.22,47849.35821742721,0.8505071231065757,29504.439252055006,1.3793253161781571,1.1731260064907523
2022-01-21,36513.29,47868.734775601646,0.7627795088206627,29540.61836175746,1.2360367529499376,0.9428235072994402
2022-01-22,35108.16,47875.05059015105,0.7333289378752641,29576.83423097159,1.187015477242532,0.8704727991677658
2022-01-23,36233.04,47891.75637083227,0.7565611024879256,29613.086889323466,1.2235482283700474,0.9256889966027912
2022-01-24,36643.49,47917.726740125705,0.7647167863102153,29649.37636645737,1.2358941229352511,0.9451089819107275
2022-01-25,36976.64,47939.487817465975,0.7713190458102508,29685.70269203411,1.2456043363232345,0.960758348149948
2022-01-26,36838.9,47961.92904776032,0.7680862870072627,29722.065895733424,1.2394461451378518,0.9520015875643973
2022-01-27,37139.68,47981.45402579816,0.7740424035509873,29758.46600725184,1.248037448938041,0.9660339066976439
2022-01-28,37677.8,48012.56392149725,0.7847487599621829,29794.90305630412,1.2645719950422187,0.9923713049922848
2022-01-29,38166.62,48049.18563725231,0.794323972275809,29831.377072622763,1.27941193955229,1.0162675740022722
2022-01-30,37918.6,48083.9112170686,0.7885922555014583,29867.88808595756,1.2695440632050412,1.0011526162613493
2022-01-31,38430.3,48128.77508132267,0.7984890522367283,29904.436126076045,1.285103649437803,1.026141195065552
2022-02-01,38745.11,48179.31686091701,0.8041855411077855,29941.021222763535,1.2940477117241045,1.0406544592721405
2022-02-02,36905.98,48217.457702930056,0.7654070072997091,29977.643405823113,1.2311167859455914,0.9423054147670517
2022-02-03,37238.31,48255.89032666623,0.77168423891709,30014.30270507564,1.2406854947092516,0.9574174417201822
2022-02-04,41545.39,48327.76136102194,0.8596588964600341,30050.999150360014,1.3824961290680506,1.1884750966749094
2022-02-05,41447.5,48407.640954520844,0.8562181338053652,30087.73277153218,1.3775547767167082,1.1794873801350465
2022-02-06,42496.61,48475.70228238676,0.8766579543797716,30124.503598466126,1.4106990962056496,1.2367005839250373
2022-02-07,43897.96,48549.91125779696,0.904182085254587,30161.311661053638,1.455439355334273,1.3159821912677347
2022-02-08,44147.59,48615.50774403663,0.9080968614467534,30198.156989204304,1.4619299454527157,1.3275739951206345
2022-02-09,44402.94,48678.47565031131,0.912167840237537,30235.03961284553,1.4685920894621602,1.3396024744346304
2022-02-10,43477.29,48728.74146164838,0.8922309235960568,30271.959561922034,1.436223179112873,1.2814427335899436
2022-02-11,42391.54,48760.12890714871,0.8693894161092955,30308.916866397107,1.398649123189178,1.2159707445512176
2022-02-12,42217.48,48777.08332869347,0.8655187460781458,30345.91155625111,1.3912081672597971,1.204116748460375
2022-02-13,42097.33,48789.356253805905,0.8628383982155149,30382.943661482495,1.3855579784841006,1.195512626789948
2022-02-14,42572.56,48804.4118379914,0.8723096621125497,30420.013212107544,1.3994918313531695,1.2207902465369567
2022-02-15,44469.73,48817.261386954924,0.9109427431314965,30457.120238160132,1.4600766471770132,1.3300462261616666
2022-02-16,43897.22,48831.13291845828,0.8989596877324703,30494.264769692232,1.4395238032965711,1.2940738686949436
2022-02-17,40553.82,48835.61143962447,0.8304149124893572,30531.446836773666,1.3282639442803892,1.1030101870523679
2022-02-18,39993.11,48840.83500920034,0.818845746442835,30568.666469491367,1.3083040452521724,1.0712992025086956
2022-02-19,40089.18,48852.57791877356,0.8206154456507018,30605.923697951373,1.309850354318285,1.074883432244629
2022-02-20,38426.4,48844.42953738827,0.7867099762233127,30643.218552276347,1.253993601698392,0.9865292765763282
2022-02-21,37075.4,48820.4958780103,0.7594228475811013,30680.55106260732,1.2084333141325667,0.9177118685304214
2022-02-22,38261.46,48792.98269808519,0.7841590713309994,30717.9212591032,1.245574519098075,0.9767285581695025
2022-02-23,37225.0,48749.51326148007,0.7635973676359497,30755.329171941037,1.2103593426651218,0.9242272079526653
2022-02-24,38367.61,48716.506870139325,0.7875689877000878,30792.774831315004,1.2459939128636661,0.9813061646345089
2022-02-25,39212.8,48676.536635911296,0.8055790882022328,30830.25826743793,1.2718933347832342,1.024610672925175
2022-02-26,39138.21,48639.5425798565,0.8046582661780343,30867.779510539534,1.267930852837555,1.0202510416779034
2022-02-27,37700.0,48593.92126523437,0.7758172013784731,30905.33859086844,1.2198539708327016,0.9463836937418442
2022-02-28,43206.02,48587.00114964952,0.8892506015533675,30942.935538690934,1.3963128981726813,1.241672084656783
2022-03-01,44412.2,48569.32172770911,0.9144084870895479,30980.570384290964,1.4335501073446888,1.310850384824116
2022-03-02,43862.75,48551.85397208876,0.9034207020233582,31018.243157970148,1.414095239908178,1.2775229143657354
2022-03-03,42432.0,48526.575266703614,0.8744074719221863,31055.953890048775,1.3663080564270298,1.194709973487275
2022-03-04,39205.77,48488.17924776902,0.8085634603779,31093.70261086406,1.2608910071167143,1.0195103958736658
2022-03-05,39390.89,48457.43465878554,0.8128967263201636,31131.489350772423,1.265306955159299,1.0285638816391283
2022-03-06,38432.11,48420.653113022294,0.7937131684344017,31169.314140146944,1.2330110899199536,0.9786571388951213
2022-03-07,38004.69,48370.60695304082,0.7856980177423809,31207.17700937942,1.2178189007156133,0.9568378962614628
2022-03-08,38724.21,48311.99486333586,0.8015444220331283,31245.07798887908,1.2393699261619042,0.9934100511506844
2022-03-09,41985.86,48275.19945973566,0.8697190373085597,31283.017109073884,1.342129496448783,1.1672755735948577
2022-03-10,39454.87,48221.319690112105,0.8182038619753975,31320.994400408723,1.259694040859863,1.030686529138934
2022-03-11,38670.76,48162.00185550736,0.802930910472069,31359.009893347735,1.2331626582446191,0.9901444159445089
2022-03-12,38767.98,48111.744184100564,0.8057903669352235,31397.06361837175,1.234764514007457,0.9949613508206617
2022-03-13,37780.14,48049.30403997251,0.7862786101661425,31435.155605980337,1.2018435815476787,0.9449839009364078
2022-03-14,39644.88,48009.6093795651,0.8257696847013822,31473.285886690803,1.2596358747773693,1.040169119153458
2022-03-15,39361.36,47956.65794342407,0.820769454919811,31511.45449103868,1.2491127634617343,1.0252336019998665
2022-03-16,41109.85,47914.756018642634,0.8579789070407665,31549.66144957699,1.303020321333787,1.117963951149871
2022-03-17,40964.07,47872.98394050271,0.855682404316196,31587.90679287752,1.2968276204118923,1.109672576217699
2022-03-18,41806.03,47845.347165059065,0.8737742011940188,31626.190551529544,1.3218800390102035,1.155024675160459
2022-03-19,42219.55,47819.35942927552,0.8828966030471906,31664.512756140346,1.3333396387668348,1.1772010377754067
2022-03-20,41271.13,47778.875232067934,0.8637945075002497,31702.87343733547,1.3018103889408426,1.1244966637738636
2022-03-21,41009.98,47735.042105367356,0.8591168707775962,31741.272625758233,1.2920080578848676,1.1099859197094868
2022-03-22,42359.88,47695.866237178576,0.8881247651390968,31779.71035207048,1.3329221547558947,1.1838011756412778
2022-03-23,42940.28,47659.823320334974,0.9009743848898976,31818.186646951835,1.3495514523331158,1.2159112896430968
2022-03-24,43979.48,47620.91683435039,0.9235328280844078,31856.701541099683,1.3805409183138502,1.2749748585766356
2022-03-25,44355.11,47579.927985405055,0.9322231427841956,31895.255065229718,1.3906491705204536,1.296395340252812
2022-03-26,44548.42,47567.469651623804,0.9365312119031174,31933.847250076193,1.3950220169570613,1.3064816601723277
2022-03-27,46819.78,47571.55487149023,0.9841969665796908,31972.478126390364,1.4643775754546389,1.441235967689778
2022-03-28,47191.31,47575.502554170474,0.9919245718164926,32011.14772494285,1.4742148705661333,1.4623099542518179
2022-03-29,47430.74,47588.55974375742,0.9966836621110786,32049.856076521286,1.4799049295808309,1.4749970647908603
2022-03-30,47022.82,47598.35010819112,0.9879086122337656,32088.60321193162,1.4654056360582046,1.4476868482777996
2022-03-31,45475.83,47595.570299685765,0.9554634961543941,32127.389161998664,1.4154847681737648,1.3524440253525973
2022-04-01,46222.43,47602.113086486876,0.9710163478671594,32166.21395756452,1.4369869597018545,1.3953378295424277
2022-04-02,45871.46,47595.84070122429,0.9637703489250493,32205.077629489624,1.424354896073789,1.372751015182138
2022-04-03,46358.05,47587.029929176104,0.9741740568595015,32243.98020865276,1.4377272811859527,1.400596618170501
2022-04-04,46568.89,47580.95782494322,0.9787295617573156,32282.921725950546,1.4425240192112387,1.4118409011470172
2022-04-05,45449.25,47571.27303779831,0.9553927632730739,32321.902212297948,1.4061440351337773,1.3434198352864097
2022-04-06,43206.04,47544.77083413001,0.9087443107199614,32360.921698628037,1.3351300807304185,1.2132918649348505
2022-04-07,43432.08,47524.64146157802,0.9138854847566454,32399.980215891985,1.3404971148314726,1.225060855602645
2022-04-08,42281.5,47520.68652810603,0.889749351053518,32439.077795059347,1.3034125158280458,1.1597104401130371
2022-04-09,42773.37,47532.750256012994,0.8998715573919285,32478.21446711752,1.31698650008318,1.1851186928939963
2022-04-10,42177.2,47525.170765802075,0.8874707722323358,32517.39026307255,1.2970659594382437,1.1511081286589337
2022-04-11,39615.2,47495.46196309682,0.8340838969158852,32556.605213947558,1.216809914291324,1.0149215551179918
2022-04-12,40105.2,47479.92849026106,0.8446769250763774,32595.859350785377,1.2303771337457832,1.039271174016675
2022-04-13,41101.04,47470.96751089159,0.8658142472147825,32635.15270464592,1.259410071464102,1.090415182959407
2022-04-14,39910.05,47452.48834529171,0.8410528381481583,32674.485306607767,1.2214438766363365,1.0272988390836797
2022-04-15,40566.6,47443.041692274805,0.8550590045031935,32713.857187767913,1.2400433176424184,1.0603102047241637
2022-04-16,40378.25,47439.38118598152,0.8511546523277984,32753.268379240977,1.2328006332825012,1.049303994411057
2022-04-17,39670.73,47428.5611243803,0.8364312359374436,32792.71891215999,1.2097420194483952,1.0118660124926802
2022-04-18,40817.48,47411.655847507995,0.8609165672526371,32832.20881767695,1.2432145588092072,1.0703040103285244
2022-04-19,41480.25,47376.345673452364,0.8755476896826958,32871.73812696069,1.261881858506861,1.1048377458681886
2022-04-20,41350.25,47342.55399133671,0.8734266851671489,32911.306871199544,1.2564147076209033,1.0973861332725783
2022-04-21,40464.52,47301.2620970877,0.8554638545784461,32950.915081599764,1.2280241656352644,1.0505302862498234
2022-04-22,39708.2,47250.36381539709,0.8403787144398793,32990.562789385236,1.2036229952638509,1.0114991454301119
2022-04-23,39468.1,47187.8086509179,0.8364045953473677,33030.25002579913,1.194907697312991,0.9994262890485271
2022-04-24,39489.71,47108.518083805386,0.8382711154222335,33069.97682210196,1.1941257235356597,1.001001102222619
2022-04-25,40490.41,47041.42694692214,0.8607394083875519,33109.74320957329,1.2229152531842253,1.0526113515339033
2022-04-26,38102.78,46959.555442666606,0.8113956710369643,33149.54921951032,1.1494207582640197,0.9326350274554506
2022-04-27,39188.42,46880.245336132095,0.835926086116197,33189.394883229004,1.180751265212201,0.9870207838055829
2022-04-28,39737.71,46805.590486786896,0.8489949509603528,33229.280232063524,1.1958643016786255,1.0152827541588811
2022-04-29,38597.17,46712.64208264934,0.8262681852101081,33269.205297365974,1.160147038530429,0.9585925881034191
2022-04-30,37658.53,46619.97761339643,0.8077766641650783,33309.17011050724,1.1305754503958887,0.9132524659077219
2022-05-01,38496.42,46527.06314197521,0.8273984515749453,33349.17470287644,1.1543440082995398,0.955102445051855
2022-05-02,38488.36,46434.469435594285,0.8288747662635464,33389.21910588062,1.1527181836133837,0.9554590150102832
2022-05-03,37708.41,46320.353978404055,0.8140786233538025,33429.30335094593,1.1280046611839727,0.918284481713321
2022-05-04,39671.83,46221.270321168806,0.8583024595460061,33469.42746951617,1.1853154654686864,1.0173591793496926
2022-05-05,36516.79,46100.80586095467,0.7921074115306972,33509.5914930537,1.0897414254533564,0.8631922597536303
2022-05-06,36013.22,45975.617892717564,0.7833112778176368,33549.79545303909,1.073425918509967,0.8408266278706127
2022-05-07,35445.54,45838.72410602919,0.773266287211904,33590.03938097204,1.0552396083250517,0.8159812140484566
2022-05-08,34089.76,45687.53749753958,0.7461500852795107,33630.32330836938,1.0136613819444396,0.7563435265823902
2022-05-09,30176.73,45522.78598620252,0.6628928644469662,33670.64726676759,0.8962325482166767,0.5941061610979566
2022-05-10,30961.83,45369.922085242084,0.6824307509681895,33711.01128772034,0.9184485667233079,0.6267775451146443
2022-05-11,29027.82,45200.632979767186,0.6421994137337302,33751.41540280066,0.8600474870037983,0.5523219919370073
2022-05-12,28959.93,45032.99125383678,0.6430825311328311,33791.85964359932,0.8570090638822077,0.5511275580051482
2022-05-13,29292.4,44860.5223273525,0.6529660931330652,33832.34404172592,0.8658105381014469,0.5653449244575387
2022-05-14,30012.62,44704.14317887083,0.6713610387277326,33872.86862880809,0.8860371505256852,0.5948508217282844
2022-05-15,31258.75,44564.20881422586,0.7014317281006351,33913.4334364926,0.9217217731296995,0.6465248961543467
2022-05-16,29854.67,44406.822728734136,0.672299168584337,33954.038496443674,0.8792671305690768,0.591130560845126
2022-05-17,30391.04,44247.671060489614,0.6868393131573718,33994.683840344405,0.8939939004207578,0.6140301565318731
2022-05-18,28762.93,44077.85205711865,0.6525483583620935,34035.369499897024,0.8450894003100811,0.5514617008415494
2022-05-19,30258.84,43922.413609970856,0.6889156927644551,34076.095506820995,0.8879784948936742,0.6117423199696137
2022-05-20,29138.15,43760.637349275734,0.6658529620451759,34116.861892854635,0.8540688792395246,0.568684293032241
2022-05-21,29426.6,43593.16077207899,0.6750279052682837,34157.66868975516,0.8614932203738441,0.581531963951784
2022-05-22,30221.12,43433.5298985216,0.6958016092776441,34198.51592929813,0.8836968265663637,0.6148776740384231
2022-05-23,29095.68,43271.29774535672,0.672401372642496,34239.40364327715,0.8497718097877235,0.5713877313341633
2022-05-24,29605.66,43115.17413504605,0.6866645118321607,34280.33186350473,0.8636339962484013,0.5930268164355667
2022-05-25,29487.83,42956.86666556706,0.6864520689921866,34321.30062181147,0.8591699459448877,0.5897789870097733
2022-05-26,29160.96,42790.26795125797,0.6814858003043356,34362.309950047136,0.8486321217168347,0.5783307406321634
2022-05-27,28608.55,42606.969254473035,0.6714523586301921,34403.35988007903,0.8315626758468302,0.558354720046188
2022-05-28,28974.3,42428.86082837417,0.6828913016826397,34444.450443794216,0.8411892083248562,0.5744407934343502
