rel_day,dd_pct_2025,dd_pct_2021,dd_pct_2017,dd_pct_2021_scaled,dd_pct_2017_scaled
-300,-14.329074919582318,-49.792367785926004,-94.16893761474608,-28.74763694479323,-31.389645871582026
-299,-15.740674282815004,-44.74424990299739,-94.1560180559987,-25.83310472618343,-31.385339351999566
-298,-16.58957730727968,-42.03276608211461,-93.8660341139118,-24.26762881229344,-31.288678037970598
-297,-15.92900820616464,-45.489567463852175,-93.87806447225955,-26.263414020574693,-31.29268815741985
-296,-15.001999691468459,-46.46366462160544,-94.01479211017715,-26.82580927682039,-31.338264036725718
-295,-12.732950997968073,-47.01349657504183,-93.91274328784463,-27.143254903145948,-31.304247762614878
-294,-11.622273456029719,-45.755179184283925,-93.82413708331808,-26.416765018865885,-31.274712361106026
-293,-11.556226452068241,-46.63174819499648,-93.82769388491654,-26.922852373164062,-31.275897961638847
-292,-11.434218705999244,-47.37299468110383,-93.59420032115825,-27.350811231454006,-31.198066773719418
-291,-7.891347185072906,-54.3778635384627,-93.45804804820513,-31.395074151888174,-31.15268268273504
-290,-12.698018310707848,-51.168183795849366,-93.31828666774766,-29.541964688477876,-31.106095555915886
-289,-14.413898580655825,-52.53218628705103,-93.4393225339073,-30.32947189394848,-31.146440844635766
-288,-16.655561272104556,-52.20439815229461,-93.37038334998404,-30.14022332610969,-31.123461116661346
-287,-14.715991128772487,-52.096610896890326,-93.3403597600205,-30.07799232518682,-31.113453253340168
-286,-14.838611255025459,-51.79250901520997,-93.60178467750794,-29.902419021937597,-31.200594892502643
-285,-14.88850222883874,-54.93536391633245,-93.98299011941438,-31.716947145124593,-31.327663373138126
-284,-14.891357001167037,-49.19495607162309,-93.77894478065518,-28.402721130723403,-31.25964826021839
-283,-13.064563873189394,-49.228620158807445,-94.16098711705538,-28.422157100521314,-31.386995705685127
-282,-9.484598323176986,-49.26570394877966,-93.84558250472061,-28.443567436644344,-31.28186083490687
-281,-9.960498776455395,-50.97747985077068,-93.60936903385762,-29.431861714451173,-31.20312301128587
-280,-6.245494390282325,-50.357758646851735,-93.55507550357511,-29.074065510546053,-31.18502516785837
-279,-5.950111007416736,-47.4301081588335,-93.51323077888725,-27.383785713195582,-31.171076926295747
-278,-8.85339645412061,-44.52219128040926,-93.45480508204182,-25.704899120656293,-31.151601694013937
-277,-8.012004092500757,-45.326872513035944,-93.82706621404623,-26.16948204692515,-31.275688738015408
-276,-4.397312983819757,-43.540277659140905,-94.24797183850029,-25.13799102709605,-31.41599061283343
-275,-6.641641330187021,-41.89437914851768,-94.89112525695276,-24.187731078928927,-31.63037508565092
-274,-6.408171385040983,-42.43229395587517,-94.57462222059493,-24.498296337757857,-31.52487407353164
-273,-5.576135832408835,-31.628164909023326,-94.47984391917691,-18.260529524198493,-31.493281306392305
-272,-5.681240084281535,-31.206594015993836,-94.13833865981807,-18.017135455625404,-31.379446219939357
-271,-7.635957631576417,-33.532362009441044,-94.50761835518848,-19.359918232714765,-31.502539451729493
-270,-8.086759502902197,-29.123269626688362,-94.56829320598588,-16.814327558650575,-31.522764401995293
-269,-8.782369358368758,-29.69446361961773,-95.10134269260342,-17.144106564227844,-31.70044756420114
-268,-6.569470524385657,-30.2521120365692,-94.90530015744078,-17.466065027867945,-31.635100052480258
-267,-5.67306300770708,-27.910089351948553,-94.91560442089516,-16.113897600454003,-31.638534806965055
-266,-7.772608468515518,-29.023461677789086,-94.53622968569381,-16.756703412486317,-31.512076561897935
-265,-9.382276798905064,-27.153994545944148,-94.52838379981485,-15.677366060674483,-31.509461266604948
-264,-12.036521633725862,-22.810986809273693,-94.54862618538259,-13.169929374815169,-31.51620872846086
-263,-8.629094200552533,-23.499353735388716,-94.63006648080635,-13.567358204908912,-31.543355493602114
-262,-11.929778364301914,-17.26489506323712,-94.39432376309608,-9.967891812290592,-31.46477458769869
-261,-12.971473079632034,-16.99660383542613,-94.34777150688085,-9.8129937996927,-31.44925716896028
-260,-13.037853290458322,-14.829060012527062,-94.23092011318998,-8.561561790061614,-31.41030670439666
-259,-13.062654687909902,-19.755519378093734,-94.00825387194467,-11.405854430923284,-31.336084623981556
-258,-13.11743569760415,-27.704981204217994,-94.06777799281318,-15.99547835614878,-31.35592599760439
-257,-13.117822938014601,-26.411134433845994,-94.1113488123944,-15.248475574984377,-31.370449604131466
-256,-12.245550405057969,-30.15448026217129,-93.83344753456113,-17.40969729663785,-31.27781584485371
-255,-13.749781276710028,-31.39162806424245,-93.86634794934696,-18.12396491319099,-31.28878264978232
-254,-11.869008636631884,-31.614796979943517,-93.84584403424991,-18.252811546745757,-31.281948011416635
-253,-12.98321637021913,-33.146290888209315,-93.78971979726231,-19.137019966945285,-31.263239932420767
-252,-12.187356276397077,-26.554687931395126,-93.78888290276855,-15.331356225437482,-31.262960967589514
-251,-12.108188126434538,-28.325664662168148,-93.69813215610175,-16.353830117677848,-31.23271071870058
-250,-13.438367941969409,-25.207251013438537,-93.71795609442262,-14.553413158139206,-31.23931869814087
-249,-13.74282896050355,-28.161030399381314,-93.87848291950644,-16.258778481740034,-31.29282763983548
-248,-13.89988646651501,-27.610028937199292,-93.89433160898197,-15.940657639225368,-31.29811053632732
-247,-12.977146601924883,-27.58123533580371,-93.8665571729704,-15.92403364570869,-31.288852390990133
-246,-11.432534660493276,-24.24230267093591,-93.81090368913554,-13.99629997284123,-31.270301229711848
-245,-13.404912171623518,-22.615575221396146,-93.755877876171,-13.057108441951295,-31.251959292057
-244,-13.022093506311528,-18.839039030948,-93.65984423301235,-10.876724255791695,-31.219948077670782
-243,-13.306796258321063,-17.152622223656554,-93.66533635312764,-9.903071058136067,-31.22177878437588
-242,-17.589098840232975,-14.40199686956557,-93.5694073217807,-8.31499676951183,-31.189802440593567
-241,-20.225107353398208,-15.109401621590479,-93.60450458461264,-8.72341709351943,-31.20150152820421
-240,-24.252371599860346,-9.368801326074871,-93.55633084531574,-5.40907996759345,-31.185443615105246
-239,-23.790015555357236,-12.261040865744388,-93.6729207094773,-7.078915244382524,-31.224306903159096
-238,-24.084912636312005,-17.333807255780286,-93.45940800175748,-10.007678285205836,-31.153136000585825
-237,-22.535023418588974,-15.875563085152223,-93.37812462405131,-9.165760620749522,-31.126041541350435
-236,-15.108364726072898,-12.815225168183497,-93.29501053964003,-7.3988737005764085,-31.098336846546676
-235,-22.40683783713443,-14.358739849885405,-93.10744156122668,-8.290022317555145,-31.035813853742226
-234,-21.4262550619301,-13.645457946315986,-93.10691850216809,-7.878208818521252,-31.035639500722695
-233,-18.405986988902324,-13.678544681081616,-93.08583922210657,-7.897311453744795,-31.028613074035523
-232,-19.020060223988857,-14.85104381616329,-92.94759471291904,-8.574254145008803,-30.982531570973013
