scaled_day,dd_pct_2025,dd_pct_2021,dd_pct_2017
-351.0,-37.96456970164149,-16.43148136935558,-54.61798381655272
-350.0,-39.10183916640856,-16.43148136935558,-54.61798381655272
-349.0,-39.07871498489137,-16.43148136935558,-54.61798381655272
-348.0,-39.609603392685166,-16.43148136935558,-54.61798381655272
-347.0,-38.54933274984007,-16.43148136935558,-54.61798381655272
-346.0,-39.634547248963656,-16.43148136935558,-54.61798381655272
-345.0,-39.329189467390535,-16.43148136935558,-54.61798381655272
-344.0,-38.69494080705041,-16.43148136935558,-54.61798381655272
-343.0,-37.34462627472446,-16.43148136935558,-54.61798381655272
-342.0,-35.43645534572657,-16.43148136935558,-54.61798381655272
-341.0,-35.71004719448165,-16.43148136935558,-54.61798381655272
-340.0,-37.15834473820537,-16.43148136935558,-54.61798381655272
-339.0,-37.656226835628495,-16.43148136935558,-54.61798381655272
-338.0,-37.73007019157859,-16.43148136935558,-54.61798381655272
-337.0,-38.153134350688816,-16.43148136935558,-54.61798381655272
-336.0,-38.78743071785789,-16.43148136935558,-54.61798381655272
-335.0,-37.715219737253236,-16.43148136935558,-54.61798381655272
-334.0,-33.444899694989,-16.43148136935558,-54.61798381655272
-333.0,-33.25853637533456,-16.43148136935558,-54.61798381655272
-332.0,-32.817772982684666,-16.43148136935558,-54.61798381655272
-331.0,-32.71600068601618,-16.43148136935558,-54.61798381655272
-330.0,-30.185589587050487,-16.43148136935558,-54.61798381655272
-329.0,-24.500428118677597,-16.43148136935558,-54.61798381655272
-328.0,-25.001554280469172,-16.43148136935558,-54.61798381655272
-327.0,-23.326097263079255,-16.43148136935558,-54.61798381655272
-326.0,-25.475235385093136,-16.43148136935558,-54.61798381655272
-325.0,-22.941348502875513,-16.43148136935558,-54.61798381655272
-324.0,-23.22903431195407,-16.43148136935558,-54.61798381655272
-323.0,-23.739872221067188,-16.43148136935558,-54.61798381655272
-322.0,-23.308050451214395,-16.43148136935558,-54.61798381655272
-321.0,-22.002525816009268,-16.43148136935558,-54.61798381655272
-320.0,-20.66860198705758,-16.43148136935558,-54.61798381655272
-319.0,-17.911188165435092,-16.43148136935558,-54.61798381655272
-318.0,-17.51253627222366,-16.43148136935558,-54.61798381655272
-317.0,-18.361213498162154,-16.43148136935558,-54.61798381655272
-316.0,-18.19123406662071,-16.43148136935558,-54.61798381655272
-315.0,-21.618063296779212,-16.43148136935558,-54.61798381655272
-314.0,-22.347616570834745,-16.43148136935558,-54.61798381655272
-313.0,-19.606757018857184,-16.43148136935558,-54.61798381655272
-312.0,-19.801441772532396,-16.43148136935558,-54.61798381655272
-311.0,-18.557636143463334,-16.43148136935558,-54.61798381655272
-310.0,-19.256295838144435,-16.43148136935558,-54.61798381655272
-309.0,-18.71260155440876,-16.43148136935558,-54.61798381655272
-308.0,-19.666935775944356,-16.43148136935558,-54.61798381655272
-307.0,-19.62493332068634,-16.43148136935558,-54.61798381655272
-306.0,-17.701857415272865,-16.43148136935558,-54.61798381655272
-305.0,-18.861821700096595,-16.43148136935558,-54.61798381655272
-304.0,-16.921435031036296,-16.43148136935558,-54.61798381655272
-303.0,-16.895557483962683,-16.43148136935558,-54.61798381655272
-302.0,-16.04660083231178,-16.43148136935558,-54.61798381655272
-301.0,-18.670599099150742,-16.43148136935558,-54.61798381655272
-300.0,-19.12316652433461,-16.43148136935558,-54.61798381655272
-299.0,-16.0281178437251,-16.43148136935558,-54.61798381655272
-298.0,-16.82662111613293,-16.43148136935558,-54.61798381655272
-297.0,-15.873656762114269,-16.43148136935558,-54.61798381655272
-296.0,-15.893257453550577,-16.43148136935558,-54.61798381655272
-295.0,-13.816122566941702,-16.43148136935558,-54.61798381655272
-294.0,-12.690207327464247,-16.43148136935558,-54.61798381655272
-293.0,-12.664868186031617,-16.43148136935558,-54.61798381655272
-292.0,-16.7446607840004,-16.43148136935558,-54.61798381655272
-291.0,-18.63829476069172,-16.43148136935558,-54.61798381655272
