cycle,peak_date,peak_price,bottom_date,bottom_price,days_peak_to_bottom,raw_bottom_ratio,raw_log_drawdown,sqrt_vol_scale_to_2025,annealed_log_drawdown,annealed_2025_bottom_price
2017,2017-12-17,19378.99,2018-12-15,3183.0,363,0.16425004605503174,-1.806365341221525,0.3333333333333333,-0.602121780407175,68302.75933351167
2021,2021-11-10,64896.86,2022-11-21,15755.75,376,0.242781391888606,-1.415593862401778,0.5773502691896257,-0.8172934975208486,55079.54696800269
