post_day,dd_2025,dd_2017_scaled,dd_2021_scaled
565,,-14.451324282616987,-34.74386667880089
566,,-14.607965424275436,-33.70422661887048
567,,-14.354886672661573,-33.99850309800285
568,,-13.861078611834461,-34.04867805014088
569,,-12.471070837453347,-34.453832022791154
570,,-12.02806851837056,-34.7837706035795
571,,-12.83609185610253,-34.430236881671526
572,,-14.123928350842224,-34.58143735104265
573,,-13.296040731446617,-34.552377441827545
574,,-13.981180331884476,-35.712404889050795
575,,-16.046895989705174,-34.434247799099985
576,,-14.918482653868029,-35.20231710649195
577,,-17.326556067910396,-35.067947096607384
578,,-16.864215336277184,-35.08642810420415
579,,-15.259975270580862,-35.64414232420236
580,,-15.440144814175664,-35.545212062342344
581,,-15.089203516944774,-35.57927492826458
582,,-15.295106720047468,-35.55692838830606
583,,-15.853036885647045,-36.266091087495056
584,,-16.652782025725852,-35.89104037571504
585,,-16.791798070331765,-35.20775621839918
586,,-16.572239233805306,-35.06260205739036
587,,-16.637905018877852,-35.220635624896516
588,,-17.270712160791092,-34.79652172913563
589,,-17.133680847999564,-33.51985269810283
590,,-17.212357652744195,-32.08036094442542
591,,-17.082281383062906,-32.176939389029954
592,,-16.20187470642508,-31.486881998018273
593,,-15.662027652912137,-31.602753896180566
594,,-15.465539203287936,-31.66118158886968
595,,-14.977532666225951,-31.839398024459314
596,,-14.677159621462446,-31.478398351773023
597,,-13.358551301839878,-31.991094513469783
598,,-13.926930995624597,-31.701350627593445
599,,-12.952665164038082,-31.671914427617462
600,,-12.946761859154268,-31.578543006543143
601,,-13.165404665612552,-31.552023059963968
602,,-14.192002955723684,-31.084071290560743
603,,-13.771087139395854,-31.422972433108185
604,,-14.016328744870869,-31.65746999363738
605,,-14.918448726828467,-32.15504610839703
606,,-16.19111983488388,-31.790351944603923
607,,-15.893206500488633,-31.82099398542727
608,,-15.74414805217232,-31.93251288365122
609,,-15.999381170798383,-31.713220890686603
610,,-15.845572936943372,-31.534739341151806
611,,-14.782587896901832,-31.754706947073448
612,,-15.061943140656584,-30.82037698781249
613,,-16.136141067273414,-31.811313050397402
614,,-16.21902482492375,-31.82170380663529
615,,-15.665810517823312,-31.876907371668693
616,,-16.105182643672954,-31.950215653538
617,,-16.117905283508758,-32.1978406303842
618,,-15.735802000440032,-32.14847812420715
619,,-16.08116229966295,-32.243123802630805
620,,-16.861111012157245,-32.158253131927246
621,,-17.175580741858823,-32.24467172598805
622,,-17.08126357187604,-32.00805325389754
623,,-17.058617272968306,-32.787582325370806
624,,-16.76058519393459,-32.744411512622754
625,,-15.682706183525266,-32.63344849847737
626,,-15.303724188096256,-32.75174918245989
627,,-15.376311089239476,-32.66788765516049
628,,-15.3956495017899,-32.62798373038189
629,,-15.82901654163704,-32.69642588854802
630,,-15.547303368632718,-32.743068838771435
631,,-15.699466141068967,-32.31070220245946
632,,-15.843927475524605,-32.800778158189786
633,,-16.217124910708268,-32.79025056894794
634,,-16.082298855488283,-32.87101624953283
635,,-15.62818543094889,-32.89495347316234
636,,-15.721959768298671,-32.899460410230134
637,,-15.75878756974339,-32.7809544767417
638,,-15.849627218171051,-32.27175610870855
639,,-15.913885031101763,-32.45381242047169
640,,-16.055750947030898,-32.57649176058079
641,,-16.10643794413675,-32.5919196817768
642,,-15.852527980053612,-32.57744103954573
643,,-16.084080025065294,-32.70522596111492
644,,-16.39968631059221,-32.594228738718556
645,,-16.310441233023965,-32.79211491862684
646,,-16.906047376057312,-33.1954558539747
647,,-18.818616377294465,-34.98570190916722
648,,-19.00497760560936,-35.46204325212548
649,,-19.655647333852077,-35.43018681839203
650,,-19.43345915175955,-35.33956916152233
651,,-19.375376060029147,-35.390043435856505
652,,-19.655545552733386,-35.466806751075694
653,,-19.24489266587311,-35.132318472905816
654,,-19.213866388193523,-35.35588649724405
655,,-19.090762125142263,-35.453157658931104
656,,-19.353272593754404,-35.49611467011047
657,,-19.491593134049293,-35.42331095994325
658,,-19.502992619342177,-35.41199658092866
659,,-19.995477525626363,-34.03411388728233
660,,-19.38114365675471,-34.39036716514392
661,,-19.445757703600826,-35.5659337103789
662,,-18.744706321608316,-35.66897751442034
663,,-18.76334922984772,-35.60961764689177
664,,-19.315291272964576,-35.52306221982701
665,,-19.246656871930345,-35.65805653029211
666,,-19.28752199108295,-35.68949391295095
667,,-19.146741740419806,-35.71509023675343
668,,-19.497004496859454,-35.271015826540484
669,,-19.774391972319606,-35.57975384377843
670,,-19.63189840615857,-35.586484317160505
671,,-19.840278283149303,-35.64049059340929
672,,-19.82143181267253,-36.216600300376804
673,,-19.363128398747207,-35.625926430550756
674,,-19.39851430101053,-35.31482804399457
675,,-19.748878838568867,-35.045284130327204
676,,-20.65578253310473,-34.969418781696476
677,,-20.713679026117543,-35.01230737637387
678,,-18.566843816703738,-35.04332570795809
679,,-17.589032609482977,-34.84325875204926
680,,-17.09826101869668,-34.473972130560895
681,,-17.689643245304538,-34.5423373201623
682,,-17.334579812766844,-35.01451380856265
683,,-17.767997743173325,-35.001394944308394
684,,-17.817225877578004,-35.00337902286575
685,,-17.611543200232468,-35.30357352941921
686,,-17.52333289737087,-35.24578724143614
687,,-17.701432891552386,-35.32851134439015
688,,-17.363875811428763,-35.19878510457733
689,,-17.531831620781194,-34.61382401266643
690,,-17.484130203156806,-34.729721567016966
691,,-17.732476132751756,-34.679178876180806
692,,-18.475512226202426,-33.79362133076733
693,,-18.40818401619134,-34.202213232641995
694,,-18.003705850531368,-34.28362886999568
695,,-18.540109309528763,-33.97543818477355
696,,-18.365317201704563,-34.28579254187073
697,,-18.46377347051392,-33.83276412196143
698,,-18.69379879874531,-33.81141817334432
699,,-18.982195598543374,-33.84259899412075
700,,-18.934697743156363,-34.14208367946618
701,,-18.914324555899288,-34.30944754742958
702,,-19.489862855031625,-34.771156311027326
703,,-19.553255528453505,-34.86210749834417
704,,-19.62178814836905,-34.76495606553558
705,,-20.409234736606578,-34.76650398889282
706,,-20.95598594267043,-34.51160975871148
707,,-20.883941874160197,-33.33232306618145
708,,-21.617902484527992,-33.440164577424085
709,,-21.246825489316965,-33.52469316561776
710,,-21.195934929973742,-33.161093665856306
711,,-20.543857229589193,-32.34680901137829
712,,-20.758191302023082,-32.139489906259804
713,,-20.184417208947984,-32.088989975737384
714,,-20.522992100258474,-29.42183251056884
715,,-20.75685118396038,-28.726498496842122
716,,-20.924365941798502,-28.23903947231245
717,,-20.956749301060572,-28.538284699900963
718,,-21.144077450002996,-28.739121341457032
719,,-20.799412655091096,-28.59702026684898
720,,-20.507623151336816,-28.181047934823447
721,,-20.606961523174796,-28.242819484046727
722,,-20.57676645796448,-28.086838411599903
723,,-20.89451014698381,-27.401347822095246
724,,-21.09298332842239,-27.858181909927072
725,,-20.992084312764554,-28.028658728730456
726,,-21.129454895951703,-27.721562707539984
727,,-21.036053756037106,-27.78924373212161
728,,-21.357851726284103,-27.74810831030741
729,,-21.270574417010472,-27.442808222293852
730,,-21.66745292580852,-27.305350917757536
731,,-22.105824203991077,-26.375211469242718
732,,-20.934493163107803,-25.83086412331844
733,,-21.19764824547163,-25.958580628385654
734,,-21.13678313649713,-26.012569800508953
735,,-21.21627419019125,-26.545269236971492
736,,-20.525875898621255,-27.33004927497155
737,,-20.919124214186148,-25.34296039152591
738,,-21.0180384980296,-26.81929443151841
739,,-21.128487975324184,-26.411728777173412
740,,-21.128080850849436,-26.438282932003577
741,,-21.039276824795508,-25.756709187237163
742,,-20.943687390829147,-25.68524815092126
743,,-20.81674937230736,-27.174931960862192
744,,-21.13486625876187,-25.712802897092857
745,,-21.190828910519635,-25.837543284324028
746,,-21.163161409756704,-25.454462185624365
747,,-21.55215188185655,-25.406733123432048
748,,-20.889675543846202,-25.690003097808724
749,,-20.85920906231939,-25.883390892711958
750,,-20.86736851533409,-25.373628088537497
751,,-20.14677515855378,-25.352846576061715
752,,-19.474222489793473,-25.45697649207205
753,,-19.703009481080837,-24.6265711993155
754,,-20.078412173836043,-23.982044990370103
755,,-19.450575343218652,-23.50211178105801
756,,-19.757615051256117,-21.939247970188976
757,,-19.43569833637065,-20.054587142266982
758,,-19.5765634046327,-20.295370468915387
759,,-18.47807371768937,-20.699540954349732
760,,-18.351390151964296,-19.914435937965287
761,,-18.528896422953473,-20.33283705581103
762,,-18.27683548252647,-20.299543875536045
763,,-18.234104376197937,-22.49579910965356
764,,-18.55741209970546,-22.284460535043877
765,,-18.687590150505436,-21.023493091215013
766,,-18.524180564454333,-20.934354941200585
767,,-18.634443443031326,-21.867838246249562
768,,-19.10665694317713,-21.619665937387538
769,,-19.041635771856264,-22.34013446352838
770,,-19.246758653049028,-21.270502319543414
771,,-18.688862414489016,-21.600680358088674
772,,-18.23030454776698,-20.407830094041532
773,,-17.35770109022845,-20.21115830704336
774,,-17.60815049627625,-20.092609613241194
775,,-17.22882923045162,-20.349180047720996
776,,-17.483841823320528,-20.95555550475097
777,,-17.42993175745627,-20.44488618192531
778,,-17.53340922812083,-21.371433764086284
779,,-17.587302330465306,-20.581060677049543
780,,-17.797174997196777,-21.292087725917433
781,,-17.008591853133915,-21.768215267307014
782,,-16.766827769214025,-21.675459594750503
783,,-16.700636115028267,-21.559134437262603
784,,-16.520568352552154,-19.909621126638594
785,,-16.07327426296475,-19.22505415991064
786,,-16.61663276507238,-21.101154373022656
787,,-15.894851961907396,-19.909159315250243
788,,-15.78625150826895,-19.95671733618762
789,,-15.963418508862503,-20.105950831126876
790,,-15.725199800576862,-20.171220174013776
791,,-16.537175638417825,-17.540066893011097
792,,-16.51393561631775,-18.30745203538327
793,,-16.858447739551615,-17.890675809459502
794,,-16.04494518493035,-18.117613346520137
795,,-17.062705481235547,-21.13441334504665
796,,-17.03130600612078,-21.106713213808355
797,,-16.883791238104543,-22.059395899724887
798,,-16.93256135747513,-21.38876024321218
799,,-16.43061080715311,-20.830661180390347
800,,-16.932866700831195,-21.213383092454627
801,,-17.555546621435134,-22.4706389410512
802,,-18.446131409941604,-22.12964254313068
803,,-18.37708988443263,-22.103037075924032
804,,-18.552747131765667,-22.187651184745178
805,,-18.825995508399227,-23.91363704045497
806,,-18.930796133606716,-23.6407065099397
807,,-18.195902529650958,-23.482476244990348
808,,-18.45688628148281,-23.574239878268187
809,,-18.464808245220567,-21.993998275896775
810,,-17.975308918417852,-21.69310250019805
811,,-17.78969408497332,-21.82342738440317
812,,-18.260092488502547,-20.72824167692946
813,,-19.64716557396154,-20.973164201947537
814,,-19.85576597670942,-21.303675770939943
815,,-19.954188318479222,-20.884068812246834
816,,-19.835426716491913,-20.800882897904476
817,,-24.885500482357685,-20.971607726527534
818,,-23.846026880732712,-21.331777849127352
819,,-24.541785644553528,-21.25654535313993
820,,-24.29666278371699,-20.881306495979473
821,,-24.725704126019952,-19.769735036282064
822,,-24.23788418767556,-18.955014226603932
823,,-24.12772309021726,-17.408245397825212
824,,-22.78204099302409,-16.85754386927973
825,,-22.789827248603604,-16.418061916762056
826,,-22.869012958941667,-15.008066227499864
827,,-23.508588545247555,-15.238569974726094
828,,-22.165603647699587,-13.406726686331025
829,,-21.896172063016763,-13.31915356379933
830,,-21.878156805009255,-13.109405672860634
831,,-21.845298467193317,-13.53993361568196
832,,-22.611608509783622,-13.126868984990494
833,,-22.69752873747477,-13.464230756243431
834,,-23.32901272484509,-13.021097072932688
835,,-22.474543269952534,-13.406273427005418
836,,-22.41776636924527,-13.895006708884427
837,,-21.934882815157174,-14.332290781276068
838,,-21.815374818299496,-13.646423901010538
839,,-21.92029418814545,-13.495249087827661
840,,-21.63427228111673,-11.075827776321026
841,,-21.832491009758602,-8.933288048318898
842,,-20.91591810894753,-4.302260550063463
843,,-21.11182979889917,-5.362083478077357
844,,-20.87591812930375,-4.311599402583443
845,,-20.958971522151895,-4.689951210583883
846,,-21.641159470147848,-3.6781139066447275
847,,-21.64304242084355,0.6564135761640604
848,,-21.694713302096705,-3.092725211596471
849,,-21.677698891756286,-1.212126613479399
850,,-21.686655630200697,-0.5090786391546841
851,,-22.176833497794654,0.6872779706188269
852,,-21.249726251199533,0.8493823199926764
853,,-21.365196930349313,1.272392999659179
854,,-20.998259033964867,4.01273901781856
855,,-21.24629962020375,3.387950969693785
856,,-21.742889698274958,4.77925184979051
857,,-21.721804043187085,3.3750630111337063
858,,-21.214611765252705,1.6953267107609564
859,,-20.6462151079482,-1.700953968048629
860,,-20.585858904567136,0.7269595417660082
861,,-20.550150695427973,0.0486526849690207
862,,-20.159820105265425,-4.7310866323980845
863,,-20.147589407503265,0.30126351439686944
864,,-20.145231478253695,-1.714645820506956
865,,-18.423926162548177,-3.2477484530156016
866,,-18.655987113153287,-2.9740738930413246
867,,-18.381856633491108,-0.1817313333787498
868,,-18.079736346190153,2.0562494148825246
869,,-18.205894042802015,2.1091097147231936
870,,-18.235308786102394,1.5925651247901715
871,,-18.002230024310414,2.7885882041165377
872,,-17.84183994478035,2.072575302667
873,,-16.35698913130324,1.8336563256974907
874,,-16.725657306705358,3.166871595615005
875,,-17.124842854193624,1.8746720186332377
876,,-18.449727676135197,-1.7372318182224098
877,,-18.449727676135197,-1.3066098027108648
878,,-18.449727676135197,0.7746971560210595
879,,-18.449727676135197,0.31524613698859266
880,,-18.449727676135197,1.228127522879482
881,,-18.449727676135197,1.569055504298028
882,,-18.449727676135197,3.5044813766876217
883,,-18.449727676135197,1.3604193815164674
884,,-18.449727676135197,2.6038550967135055
885,,-18.449727676135197,2.130575392218753
886,,-18.449727676135197,-0.3444685353958862
887,,-18.449727676135197,-2.9727483233155043
888,,-18.449727676135197,-1.5965589380931298
889,,-18.449727676135197,-3.5497731009969713
890,,-18.449727676135197,-3.1386583406118658
891,,-18.449727676135197,-5.338419920455751
892,,-18.449727676135197,-3.474446532319315
893,,-18.449727676135197,-3.1416515625734025
