cycle,date,rel_original,price,log_norm,rel
2025_actual,2026-02-26,,67068.86,-0.6203520935656279,144.0
2025_actual,2026-02-27,,65950.0,-0.6371750672023578,145.0
2025_actual,2026-02-28,,66680.36,-0.6261614895774463,146.0
2025_actual,2026-03-01,,66474.29,-0.6292566900006699,147.0
2025_actual,2026-03-02,,69016.92,-0.591720254437988,148.0
2025_actual,2026-03-03,,68222.81,-0.6032929799566935,149.0
2025_actual,2026-03-04,,72776.66,-0.538676646963222,150.0
2025_actual,2026-03-05,,70955.49,-0.5640191673176685,151.0
2025_actual,2026-03-06,,68350.0,-0.6014303831957228,152.0
2025_actual,2026-03-07,,67193.87,-0.6184899232354919,153.0
2025_actual,2026-03-08,,66055.14,-0.6355820985916938,154.0
2025_actual,2026-03-09,,68480.54,-0.5995223290492667,155.0
2025_actual,2026-03-10,,69847.95,-0.5797512096975411,156.0
2025_actual,2026-03-11,,70210.72,-0.5745709404396682,157.0
2025_actual,2026-03-12,,70500.54,-0.570451577002325,158.0
2025_actual,2026-03-13,,70838.78,-0.5656653555078737,159.0
2025_actual,2026-03-14,,71118.53,-0.5617240246649837,160.0
2025_actual,2026-03-15,,72953.27,-0.5362528471787518,161.0
2025_actual,2026-03-16,,74758.54,-0.5118084931289946,162.0
2025_actual,2026-03-17,,73845.35,-0.5240989048412495,163.0
2025_actual,2026-03-18,,71204.95,-0.5605096078924164,164.0
2025_actual,2026-03-19,,69858.95,-0.5795937371600682,165.0
2025_actual,2026-03-20,,70560.99,-0.5695945041533287,166.0
2025_actual,2026-03-21,,68398.68,-0.6007184201690043,167.0
2025_actual,2026-03-22,,67977.71,-0.6068920890434569,168.0
2025_actual,2026-03-23,,70906.0,-0.5647168901740648,169.0
2025_actual,2026-03-24,,70555.44,-0.5696731626058259,170.0
2025_actual,2026-03-25,,71277.56,-0.5594903949899265,171.0
2025_actual,2026-03-26,,68762.2,-0.5954177710167418,172.0
2025_actual,2026-03-27,,66390.02,-0.6305252023844705,173.0
2025_actual,2026-03-28,,66392.04,-0.6304947765874894,174.0
2025_actual,2026-03-29,,65862.79,-0.6384983077274259,175.0
2025_actual,2026-03-30,,66683.77,-0.6261103513890783,176.0
2025_actual,2026-03-31,,68133.96,-0.6045961790948764,177.0
2025_actual,2026-04-01,,68100.65,-0.6050851884686883,178.0
2025_actual,2026-04-02,,66959.99,-0.6219766695273639,179.0
2025_actual,2026-04-03,,66911.51,-0.6227009461974438,180.0
2025_actual,2026-04-04,,67284.16,-0.6171471014590669,181.0
2025_actual,2026-04-05,,69279.05,-0.5879293946766501,182.0
2025_actual,2026-04-06,,68909.06,-0.5932842820705937,183.0
2025_actual,2026-04-07,,71872.04,-0.5511846307048897,184.0
2025_actual,2026-04-08,,71015.98,-0.5631670242263785,185.0
2025_actual,2026-04-09,,71798.73,-0.552205158490222,186.0
2025_actual,2026-04-10,,72905.26,-0.5369111563189009,187.0
2025_actual,2026-04-11,,72997.99,-0.5356400398429401,188.0
2025_actual,2026-04-12,,70661.26,-0.5681744727227371,189.0
2025_actual,2026-04-13,,74505.1,-0.5152043669473594,190.0
2025_actual,2026-04-14,,74386.01,-0.5168040598423365,191.0
2025_actual,2026-04-15,,74725.02,-0.5122569705476728,192.0
2025_actual,2026-04-16,,75124.72,-0.5069222806387198,193.0
2025_actual,2026-04-17,,75736.82,-0.49880751051415034,194.0
2025_actual,2026-04-18,,73823.14,-0.5243997137703241,195.0
2025_actual,2026-04-19,,74201.44,-0.5192883893725739,196.0
2025_actual,2026-04-20,,75854.66,-0.49725280541151534,197.0
2025_actual,2026-04-21,,76434.02,-0.48964406134635324,198.0
2025_actual,2026-04-22,,78416.36,-0.4640393673092116,199.0
2025_actual,2026-04-23,,78281.09,-0.4657658795607073,200.0
2025_actual,2026-04-24,,77490.01,-0.47592292154092153,201.0
2025_actual,2026-04-25,,77650.51,-0.4738538288595214,202.0
2025_actual,2026-04-26,,78818.4,-0.4589254742212516,203.0
2025_actual,2026-04-27,,77302.47,-0.47834603785460317,204.0
2025_actual,2026-04-28,,76361.99,-0.490586887082912,205.0
2025_actual,2026-04-29,,75794.4,-0.4980475350744841,206.0
2025_actual,2026-04-30,,76442.08,-0.48953861647946484,207.0
2025_actual,2026-05-01,,78285.16,-0.4657138887900153,208.0
2025_actual,2026-05-02,,78705.06,-0.46036449821880226,209.0
2025_actual,2026-05-03,,78496.31,-0.4630203290515795,210.0
2025_actual,2026-05-04,,79926.19,-0.44496836257221717,211.0
2025_actual,2026-05-05,,81028.26,-0.43127396365193,212.0
2025_actual,2026-05-06,,81476.51,-0.4257571885213747,213.0
2025_actual,2026-05-07,,80047.2,-0.44345548567337056,214.0
2025_actual,2026-05-08,,80150.27,-0.4421686986320755,215.0
2025_actual,2026-05-09,,80645.62,-0.43600745201071234,216.0
2025_actual,2026-05-10,,82103.78,-0.41808788955426124,217.0
2025_actual,2026-05-11,,81734.25,-0.4225988157002054,218.0
2025_actual,2026-05-12,,80414.77,-0.43887408058506594,219.0
2025_actual,2026-05-13,,79371.63,-0.45193094674705003,220.0
2025_actual,2026-05-14,,79142.38,-0.454823437572751,221.0
2025_actual,2026-05-15,,79026.0,-0.4562950341207169,222.0
2025_actual,2026-05-16,,78183.58,-0.4670122952866843,223.0
2025_actual,2026-05-17,,77269.08,-0.47877807079364487,224.0
2025_actual,2026-05-18,,76952.14,-0.4828882762010848,225.0
2025_actual,2026-05-19,,76799.23,-0.4848773323039828,226.0
2025_actual,2026-05-20,,77494.61,-0.4758635608120781,227.0
2025_actual,2026-05-21,,77451.06,-0.47642569334726675,228.0
2025_actual,2026-05-22,,75478.44,-0.5022248938054624,229.0
2025_actual,2026-05-23,,76627.99,-0.4871095316634357,230.0
2025_actual,2026-05-24,,77078.18,-0.4812517149301426,231.0
2025_actual,2026-05-25,,77196.83,-0.4797135523541911,232.0
2025_actual,2026-05-26,,75834.53,-0.4975182165475122,233.0
2025_actual,2026-05-27,,74422.7,-0.5163109435355896,234.0
2025_actual,2026-05-28,,74025.1,-0.521667721483971,235.0
2025_actual,2026-05-29,,73897.41,-0.5233941663869974,236.0
2025_actual,2026-05-30,,73758.31,-0.5252782795273359,237.0
2025_actual,2026-05-31,,73688.35,-0.5262272329353002,238.0
