date,rel_day,price,log_norm,series,rel_plot,log_plot
2021-05-27,-165.0,38368.17,-0.5650484141996711,right_actual,-165.0,-0.5650484141996711
2021-05-28,-164.0,35770.0,-0.6351670705396789,right_actual,-164.0,-0.6351670705396789
2021-05-29,-163.0,34621.64,-0.6677977037229516,right_actual,-163.0,-0.6677977037229516
2021-05-30,-162.0,35545.27,-0.6414695284529445,right_actual,-162.0,-0.6414695284529445
2021-05-31,-161.0,37153.71,-0.5972129922225573,right_actual,-161.0,-0.5972129922225573
2021-06-01,-160.0,36764.58,-0.6077417421362817,right_actual,-160.0,-0.6077417421362817
2021-06-02,-159.0,37501.36,-0.5878994248251932,right_actual,-159.0,-0.5878994248251932
2021-06-03,-158.0,39215.09,-0.5432150021084461,right_actual,-158.0,-0.5432150021084461
2021-06-04,-157.0,36895.48,-0.6041875734919636,right_actual,-157.0,-0.6041875734919636
2021-06-05,-156.0,35565.0,-0.6409146156251269,right_actual,-156.0,-0.6409146156251269
2021-06-06,-155.0,35873.42,-0.632279992512536,right_actual,-155.0,-0.632279992512536
2021-06-07,-154.0,33816.09,-0.6913398990876285,right_actual,-154.0,-0.6913398990876285
2021-06-08,-153.0,33432.26,-0.7027553217150928,right_actual,-153.0,-0.7027553217150928
2021-06-09,-152.0,37357.02,-0.5917557780852782,right_actual,-152.0,-0.5917557780852782
2021-06-10,-151.0,36717.51,-0.6090228708150648,right_actual,-151.0,-0.6090228708150648
2021-06-11,-150.0,37282.15,-0.593761963982342,right_actual,-150.0,-0.593761963982342
2021-06-12,-149.0,35609.66,-0.6396596744463091,right_actual,-149.0,-0.6396596744463091
2021-06-13,-148.0,39122.03,-0.5455908883747701,right_actual,-148.0,-0.5455908883747701
2021-06-14,-147.0,40496.92,-0.511050701972729,right_actual,-147.0,-0.511050701972729
2021-06-15,-146.0,40093.93,-0.5210516725269867,right_actual,-146.0,-0.5210516725269867
2021-06-16,-145.0,38394.4,-0.5643650081849719,right_actual,-145.0,-0.5643650081849719
2021-06-17,-144.0,38027.63,-0.5739636230340275,right_actual,-144.0,-0.5739636230340275
2021-06-18,-143.0,35777.39,-0.6349604941704702,right_actual,-143.0,-0.6349604941704702
2021-06-19,-142.0,35498.24,-0.642793506023027,right_actual,-142.0,-0.642793506023027
2021-06-20,-141.0,35565.82,-0.6408915595152708,right_actual,-141.0,-0.6408915595152708
2021-06-21,-140.0,31686.69,-0.7563799049160976,right_actual,-140.0,-0.7563799049160976
2021-06-22,-139.0,32508.26,-0.7307824129203772,right_actual,-139.0,-0.7307824129203772
2021-06-23,-138.0,33688.35,-0.6951245435487625,right_actual,-138.0,-0.6951245435487625
2021-06-24,-137.0,34695.34,-0.6656712398241584,right_actual,-137.0,-0.6656712398241584
2021-06-25,-136.0,31704.87,-0.7558063269666538,right_actual,-136.0,-0.7558063269666538
2021-06-26,-135.0,32265.95,-0.7382641291866475,right_actual,-135.0,-0.7382641291866475
2021-06-27,-134.0,34596.99,-0.6685099397507965,right_actual,-134.0,-0.6685099397507965
2021-06-28,-133.0,34541.8,-0.6701064389583294,right_actual,-133.0,-0.6701064389583294
2021-06-29,-132.0,35928.75,-0.6307388131595496,right_actual,-132.0,-0.6307388131595496
2021-06-30,-131.0,34995.83,-0.6570477122764085,right_actual,-131.0,-0.6570477122764085
2021-07-01,-130.0,33538.49,-0.6995828892996147,right_actual,-130.0,-0.6995828892996147
2021-07-02,-129.0,33832.49,-0.6908550404159081,right_actual,-129.0,-0.6908550404159081
2021-07-03,-128.0,34633.93,-0.6674427864179892,right_actual,-128.0,-0.6674427864179892
2021-07-04,-127.0,35126.9,-0.6533094050929531,right_actual,-127.0,-0.6533094050929531
2021-07-05,-126.0,33673.22,-0.6955737611146365,right_actual,-126.0,-0.6955737611146365
2021-07-06,-125.0,34193.9,-0.6802293582236407,right_actual,-125.0,-0.6802293582236407
2021-07-07,-124.0,33791.0,-0.692082128967715,right_actual,-124.0,-0.692082128967715
2021-07-08,-123.0,32878.23,-0.7194658871884148,right_actual,-123.0,-0.7194658871884148
2021-07-09,-122.0,33766.87,-0.6927964795245374,right_actual,-122.0,-0.6927964795245374
2021-07-10,-121.0,33547.19,-0.6993235194892832,right_actual,-121.0,-0.6993235194892832
2021-07-11,-120.0,34236.21,-0.6789927679159079,right_actual,-120.0,-0.6789927679159079
2021-07-12,-119.0,33096.86,-0.7128382099758048,right_actual,-119.0,-0.7128382099758048
2021-07-13,-118.0,32768.54,-0.7228077150371606,right_actual,-118.0,-0.7228077150371606
2021-07-14,-117.0,32817.18,-0.7213244650578219,right_actual,-117.0,-0.7213244650578219
2021-07-15,-116.0,31891.09,-0.7499499633790333,right_actual,-116.0,-0.7499499633790333
2021-07-16,-115.0,31408.78,-0.7651891521477835,right_actual,-115.0,-0.7651891521477835
2021-07-17,-114.0,31503.78,-0.762169085178442,right_actual,-114.0,-0.762169085178442
2021-07-18,-113.0,31753.02,-0.7542887848851091,right_actual,-113.0,-0.7542887848851091
2021-07-19,-112.0,30849.9,-0.783143114955548,right_actual,-112.0,-0.783143114955548
2021-07-20,-111.0,29788.61,-0.8181505181270282,right_actual,-111.0,-0.8181505181270282
2021-07-21,-110.0,32086.04,-0.7438555792328692,right_actual,-110.0,-0.7438555792328692
2021-07-22,-109.0,32327.95,-0.7363444426824983,right_actual,-109.0,-0.7363444426824983
2021-07-23,-108.0,33700.0,-0.6947787864522893,right_actual,-108.0,-0.6947787864522893
2021-07-24,-107.0,34275.43,-0.6778478528537598,right_actual,-107.0,-0.6778478528537598
2021-07-25,-106.0,35368.57,-0.6464530511532398,right_actual,-106.0,-0.6464530511532398
2021-07-26,-105.0,37269.12,-0.5941115220819607,right_actual,-105.0,-0.5941115220819607
2021-07-27,-104.0,39381.82,-0.5389723353140897,right_actual,-104.0,-0.5389723353140897
2021-07-28,-103.0,40031.56,-0.5226084807935429,right_actual,-103.0,-0.5226084807935429
2021-07-29,-102.0,40024.94,-0.522773863992036,right_actual,-102.0,-0.522773863992036
2021-07-30,-101.0,42188.95,-0.47011828539813405,right_actual,-101.0,-0.47011828539813405
2021-07-31,-100.0,41472.42,-0.4872479958172619,right_actual,-100.0,-0.4872479958172619
2021-08-01,-99.0,39816.76,-0.5279886946326241,right_actual,-99.0,-0.5279886946326241
2021-08-02,-98.0,39146.69,-0.5449607515636408,right_actual,-98.0,-0.5449607515636408
2021-08-03,-97.0,38207.27,-0.5692508121693881,right_actual,-97.0,-0.5692508121693881
2021-08-04,-96.0,39730.0,-0.5301700539840977,right_actual,-96.0,-0.5301700539840977
2021-08-05,-95.0,40893.75,-0.5012993841746936,right_actual,-95.0,-0.5012993841746936
2021-08-06,-94.0,42827.76,-0.45509013334087417,right_actual,-94.0,-0.45509013334087417
2021-08-07,-93.0,44488.87,-0.41703757828127375,right_actual,-93.0,-0.41703757828127375
2021-08-08,-92.0,43933.26,-0.4296049596074523,right_actual,-92.0,-0.4296049596074523
2021-08-09,-91.0,46208.5,-0.3791128599616679,right_actual,-91.0,-0.3791128599616679
2021-08-10,-90.0,45565.76,-0.3931200665327253,right_actual,-90.0,-0.3931200665327253
