date,price,gma200,estimate_price,ahr999
2015-06-30,263.82,252.74641162489684,498.2645099317242,0.5526758387257992
2015-07-01,259.02,252.366279195909,499.49407466497837,0.5322368409319296
2015-07-02,254.85,251.9662704174113,500.72615297369447,0.514785840639224
2015-07-03,256.95,251.57721814113552,501.96074893293644,0.5228247938825697
2015-07-04,260.64,251.20667526539498,503.1978666226586,0.5374179489236091
2015-07-05,271.74,250.88899005681486,504.43751012770844,0.5834695088808293
2015-07-06,269.94,250.5996989347693,505.6796835378131,0.5750140237969618
2015-07-07,266.18,250.29318653029767,506.92439094759874,0.5584169933799525
2015-07-08,270.97,250.00934304253016,508.1716364565974,0.5779306965858959
2015-07-09,269.75,249.7201870586148,509.42142416923775,0.5719947589576749
2015-07-10,286.67,249.50724923528514,510.67375819485574,0.6449674288788666
2015-07-11,294.23,249.32694083234693,511.9286426476978,0.6782585325564254
2015-07-12,312.16,249.22046389514043,513.1860816469323,0.7618964234190425
2015-07-13,293.08,249.0354863717406,514.4460793166348,0.6704575220247019
2015-07-14,287.51,248.82677259841861,515.7086397858048,0.6441757850781739
2015-07-15,285.7,248.61038333496737,516.9737671883798,0.6350862517788823
2015-07-16,279.38,248.36640160310876,518.2414656632099,0.6064089772206773
2015-07-17,280.58,248.12797666955802,519.5117393540891,0.6107202521362075
2015-07-18,277.71,247.87703756897128,520.7845924097506,0.5974321814613486
2015-07-19,275.61,247.61695428962915,522.060028983857,0.587609923637789
2015-07-20,280.0,247.37668932595278,523.3380532350278,0.6055848127935003
2015-07-21,277.32,247.12477355930594,524.6186693268214,0.593201659265934
2015-07-22,277.89,246.87564883929912,525.9018814277598,0.5947889048676023
2015-07-23,277.39,246.62455452707647,527.1876937113094,0.5918068987573937
2015-07-24,289.12,246.42474163815746,528.4761103559057,0.6418692946039348
2015-07-25,289.7,246.22755791947083,529.767135544943,0.6433915007943722
2015-07-26,293.89,246.04819716996272,531.0607734667906,0.6610057035305433
2015-07-27,294.21,246.07022157623447,532.3570283147781,0.6607737892628646
2015-07-28,295.76,246.09871351785657,533.6559042872244,0.6660521168882372
2015-07-29,290.19,246.10381248429493,534.9574055874143,0.639627812243316
2015-07-30,288.49,246.10168165025274,536.2615364236191,0.6306237140000918
2015-07-31,285.19,246.08539461311966,537.5683010090992,0.6148215706967359
2015-08-01,281.53,246.18330363502324,538.8777035621073,0.5974486038053455
2015-08-02,282.62,247.23998216765455,540.1897483058953,0.598054472558755
2015-08-03,280.95,247.63461844048055,541.5044394687001,0.5886331193314562
2015-08-04,285.51,248.07910416967277,542.8217812837678,0.6053341804768678
2015-08-05,282.77,248.6126727325075,544.141777989353,0.5910596738675452
2015-08-06,279.65,249.13356779537358,545.464433828721,0.5754809627336714
2015-08-07,279.94,249.40304025459704,546.7897530501376,0.5746558154191969
2015-08-08,262.02,249.6325039851657,548.117739906908,0.5017575236598847
2015-08-09,267.63,249.84633201775998,549.4483986573388,0.5217586985973368
2015-08-10,265.15,250.04422090195274,550.7817335647726,0.5104896164711599
2015-08-11,271.99,250.2270447611683,552.117748897582,0.5354758866628979
2015-08-12,266.94,250.36018217674004,553.4564489291591,0.5142550925542638
2015-08-13,264.67,250.40908863026232,554.797837937954,0.5042252467878406
2015-08-14,266.17,250.37059970985914,556.1419202074371,0.5088025128942264
2015-08-15,262.46,250.36493667071815,557.488700026139,0.493533541757168
2015-08-16,259.2,250.4818679649656,558.838181687634,0.47996285733503025
2015-08-17,257.31,250.59532238421585,560.1903694905351,0.47163359305592734
2015-08-18,221.99,250.55598789761368,561.545267738528,0.3502492907535193
2015-08-19,227.34,250.60596569550702,562.9028807403558,0.3663758465130837
2015-08-20,235.56,250.64141306246185,564.2632128098181,0.392345362491512
2015-08-21,232.85,250.61489451945968,565.626268265791,0.3824864336365808
2015-08-22,231.15,250.62890502545045,566.992051432213,0.37599292088186587
2015-08-23,229.21,250.64043939885653,568.3605666381002,0.36880095800445684
2015-08-24,211.16,250.6076394655291,569.7318182175553,0.31229032264486867
2015-08-25,223.73,250.61061136042855,571.1058105097557,0.34972961561226235
2015-08-26,226.81,250.5985706356233,572.4825478589706,0.35857793008416877
2015-08-27,225.8,250.60865523038458,573.8620346145549,0.354522918077694
2015-08-28,231.55,250.6665283837802,575.2442751309559,0.3718269970168171
2015-08-29,230.61,250.72062013357885,576.629273767736,0.36784895939158235
2015-08-30,229.39,250.77410463971077,578.0170348895373,0.36301589085208896
2015-08-31,230.75,250.8157639867871,579.4075628661226,0.36639069105772626
2015-09-01,228.22,250.77112796032768,580.8008620723592,0.3576042045229623
2015-09-02,229.97,250.63348815204247,582.1969368882409,0.3624376917871998
2015-09-03,227.25,250.58859116266046,583.5957916988481,0.35312977504829074
2015-09-04,231.39,250.57090238071117,584.9974308944218,0.3652620702797771
2015-09-05,236.01,250.52499063514338,586.4018588703005,0.37915293036802955
2015-09-06,241.29,250.54487560813132,587.8090800269657,0.3953273232423858
2015-09-07,241.31,250.54700588042869,589.2190987700252,0.3944433209938403
2015-09-08,244.14,250.54086357994672,590.6319195102265,0.40279344713539533
2015-09-09,238.75,250.5034432045377,592.047546663459,0.3843407869264959
2015-09-10,238.52,250.51234948682531,593.4659846507623,0.3826701877351046
2015-09-11,240.9,250.51970244194368,594.8872378983044,0.3894009984006801
2015-09-12,236.5,250.5019801752467,596.3113108374337,0.3744364161175637
2015-09-13,230.82,250.4626162703347,597.7382079046326,0.3558712824611297
2015-09-14,231.01,250.42997914965468,599.1679335415653,0.3556531669497059
2015-09-15,230.6,250.306920759479,600.6004921950354,0.35372036503091875
2015-09-16,229.73,250.1734552937345,602.0358883170293,0.35040622855447895
2015-09-17,233.34,250.03701330681295,603.4741263647135,0.36084062781559695
2015-09-18,233.78,249.82637915267176,604.9152108004131,0.3616445377037092
2015-09-19,232.88,249.58182246303033,606.3591460916443,0.35836162771676217
2015-09-20,232.24,249.37842772844567,607.8059367110976,0.35583628006474816
2015-09-21,227.31,249.13266522094358,609.2555871366607,0.3404135896837693
2015-09-22,231.28,248.9251185359062,610.708101851406,0.35186312315182067
2015-09-23,230.26,248.69570140814506,612.163485343609,0.34825815981795766
2015-09-24,235.27,248.49949099518864,613.6217421067463,0.3630001981871748
2015-09-25,235.89,248.24221571433782,615.0828766394781,0.36442636152344243
2015-09-26,234.69,247.9649476784744,616.5468934456912,0.36027386842251746
2015-09-27,233.58,247.66735293535254,618.0137970344829,0.3564547242876158
2015-09-28,239.99,247.40752392158225,619.4835919201522,0.3757885824061395
2015-09-29,236.89,247.18325380160454,620.9562826222343,0.36560605996998835
2015-09-30,237.14,246.96070684065046,622.4318736654626,0.36583895475300143
2015-10-01,238.34,246.7271156823404,623.9103695798275,0.3690241465354083
2015-10-02,238.28,246.47487535011183,625.3917749005336,0.3683412537982694
2015-10-03,239.92,246.25527742590467,626.8760941680076,0.3728770470475324
2015-10-04,239.87,246.16319691540357,628.3633319279476,0.37197856347839275
2015-10-05,240.95,246.05521073873746,629.8534927312587,0.3746120583341574
2015-10-06,246.64,245.97476105701244,631.3465811341239,0.39171359356694796
2015-10-07,244.0,245.88770813174176,632.842601697944,0.38260190349135176
2015-10-08,242.94,245.76041017961484,634.3415589894086,0.3785846192410612
2015-10-09,244.35,245.64906897329467,635.843457580431,0.38226044164067835
2015-10-10,246.07,245.6486697227622,637.3483020482145,0.38674622987140367
2015-10-11,249.02,245.65927070601475,638.8560969752174,0.3951229498742788
2015-10-12,246.39,245.64199513340222,640.3668469491628,0.38593547400984957
2015-10-13,250.99,245.65765626068952,641.8805565630454,0.39951060537961597
2015-10-14,253.27,245.65644443197183,643.3972304151565,0.40584495524601816
2015-10-15,254.99,245.71212558468625,644.9168731090493,0.41031365413416726
2015-10-16,263.43,245.782432291043,646.4394892535794,0.4367689407903413
2015-10-17,272.87,245.91236084741,647.9650834628706,0.4672826096458427
2015-10-18,265.0,245.994540548557,649.4936603563543,0.4395328739740567
2015-10-19,265.17,246.04559291936752,651.0252245587632,0.43897053561556665
2015-10-20,271.14,246.12187813286235,652.5597807001166,0.4577376752432469
2015-10-21,268.77,246.1897007095526,654.0973334157516,0.44858972689204374
2015-10-22,275.84,246.25556702828013,655.637887346309,0.4712641342310731
2015-10-23,278.76,246.35637875573335,657.1814471377419,0.4799674719349309
2015-10-24,284.29,246.49388169460832,658.7280174413297,0.497749563093593
2015-10-25,284.97,246.672281374185,660.2776029136538,0.4985989601061369
2015-10-26,287.1,246.86924658746955,661.8302082166329,0.5044902849560505
2015-10-27,295.61,247.1433118553017,663.3858380175262,0.5329950611375411
2015-10-28,304.09,247.44678149087227,664.944496988893,0.5620009784022543
2015-10-29,316.08,247.8004092434541,666.5061898086661,0.6049059091544389
2015-10-30,329.11,248.26801864098408,668.070921160095,0.6530385361341736
2015-10-31,314.85,248.70747832189502,669.6386957317762,0.5952206767116945
2015-11-01,329.46,249.18576390575745,671.209518217667,0.648969153288895
2015-11-02,365.21,249.76552931781873,672.783393317072,0.7937387046373294
2015-11-03,404.1,250.50557255177424,674.3603257346354,0.966647868929658
2015-11-04,410.0,251.26377283477896,675.9403201803818,0.9897590551453876
2015-11-05,387.21,251.95215570536493,677.5233813697039,0.8783159382246223
2015-11-06,374.09,252.59135259625938,679.1095140233417,0.8158191673903619
2015-11-07,384.81,253.21018037176924,680.6987228674313,0.8591254819275278
2015-11-08,373.83,253.8041036126896,682.291012633457,0.8070120345172932
2015-11-09,379.53,254.40778817823727,683.8863880583102,0.8278999549826431
2015-11-10,337.14,254.8863656488345,685.4848538842479,0.6505431328546791
2015-11-11,313.2,255.29664415896482,687.0864148589344,0.5592255933234681
2015-11-12,336.49,255.83228760383201,688.6910757354002,0.6426352068617723
2015-11-13,338.07,256.3390183964782,690.2988412720948,0.6458942315542365
2015-11-14,334.71,256.8449196754232,691.9097162328504,0.6304011059602823
2015-11-15,322.93,257.30594843177136,693.523705386925,0.584393865554117
2015-11-16,332.89,257.7444544786339,695.1408135089592,0.618499539434882
2015-11-17,336.49,258.21775847925846,696.7610453790197,0.629324088412673
2015-11-18,335.49,258.6726407981636,698.3844057825904,0.6230374164522454
2015-11-19,326.41,259.0664727072204,700.0108995105757,0.5875040930761725
2015-11-20,322.39,259.4503893648926,701.6405313592861,0.5709448092702847
2015-11-21,327.0,259.86962749638656,703.2733061304873,0.5850808020176804
2015-11-22,323.71,260.3140837227456,704.9092286313512,0.5710595120131323
2015-11-23,323.0,260.71191782573186,706.5483036745052,0.5663726878713705
2015-11-24,321.0,261.0668084785496,708.1905360780062,0.5573246937715508
2015-11-25,328.98,261.4652328755366,709.8359306653609,0.5831322558204486
2015-11-26,352.57,261.9599871982732,711.4844922655119,0.6669454471812054
2015-11-27,358.19,262.469441943648,713.1362257128687,0.6854498218942445
2015-11-28,357.24,262.9808969343451,714.7911358472828,0.6789171836337846
2015-11-29,372.24,263.5790055243141,716.4492275140791,0.7337529245213106
2015-11-30,376.86,264.18841113488565,718.1105055640415,0.7486090005347
2015-12-01,362.68,264.74644621773876,719.7749748534044,0.6902721189073152
2015-12-02,360.0,265.3019152040356,721.4426402439024,0.677115583573881
2015-12-03,361.77,265.8628812026794,723.1135066027263,0.6807707996587408
2015-12-04,363.98,266.4505641635914,724.7875788025559,0.6860055910313035
2015-12-05,387.99,267.1331538562301,726.464861721545,0.7757086961787827
2015-12-06,387.55,267.8047931357917,728.145360243342,0.7702275527330151
2015-12-07,394.73,268.49574256525665,729.8290792570932,0.795136522679297
2015-12-08,418.94,269.24214316760026,731.516023657428,0.8911211967754128
2015-12-09,418.39,269.9949787923947,733.2061983444796,0.8842616219195432
2015-12-10,415.68,270.7328906877396,734.8996082238882,0.8684588047535915
2015-12-11,452.95,271.60864799450616,736.5962582067976,1.0254805458539886
2015-12-12,436.87,272.441672706341,738.296153209865,0.9488559855448079
2015-12-13,433.83,273.2644836060252,739.9992981552632,0.9307320389744369
2015-12-14,444.01,274.1216257445365,741.7056979706902,0.9696401466999135
2015-12-15,464.27,275.04542047246525,743.4153575893537,1.054156997983258
2015-12-16,453.97,275.9609648552222,745.1282819499988,1.0022489400821901
2015-12-17,455.5,276.9041570639497,746.8444759969045,1.0032683545999859
2015-12-18,463.17,277.91450058927114,748.563944679887,1.0311948407198412
2015-12-19,461.29,278.9086458019835,750.2866929542843,1.0168546030852783
2015-12-20,442.22,279.8472041030542,752.0127257809959,0.9292457816196935
2015-12-21,436.81,280.77968112451697,753.7420481264737,0.9015643379509868
2015-12-22,433.92,281.70340848079894,755.4746649627003,0.8847230233842645
2015-12-23,442.43,282.6544221939941,757.2105812672291,0.9145694213439052
2015-12-24,455.74,283.6607172827098,758.9498020231688,0.9647661276114785
2015-12-25,455.84,284.63816664615865,760.6923322191984,0.9596717083325222
2015-12-26,419.41,285.49956034408046,762.4381768495524,0.8081044239433954
2015-12-27,424.72,286.3843897225621,764.187340914048,0.8242448529135532
2015-12-28,421.94,287.25651331367527,765.93982941807,0.8091645700986261
2015-12-29,433.89,288.17291086121554,767.695647372598,0.8509754872001941
2015-12-30,427.95,289.0473307133179,769.4547997941731,0.8234438403491695
2015-12-31,430.35,289.93170397135447,771.2172917049371,0.8282685061554658
2016-01-01,435.66,290.81566492257053,772.983128132637,0.8443209457346066
2016-01-02,435.4,291.61241623823463,774.7523141105827,0.8390888611982942
2016-01-03,431.91,292.4092502552888,776.5248546777203,0.8215614457710251
2016-01-04,433.85,293.2205845389295,778.3007548785718,0.8247784341224127
2016-01-05,433.34,294.0498840893908,780.0800197632816,0.8186483503177793
2016-01-06,430.87,294.87429873958445,781.8626543875956,0.805239596893676
2016-01-07,459.07,295.80363107021554,783.6486638129013,0.9091445242366849
2016-01-08,454.44,296.70373098927337,785.4380531061803,0.8861722711210734
2016-01-09,450.38,297.6112411722145,787.2308273400432,0.8657784461657732
2016-01-10,449.99,298.5478357978554,789.0269915927325,0.8596069892161727
2016-01-11,449.19,299.4698163793226,790.8265509481325,0.8519730566237692
2016-01-12,434.01,300.33954854394227,792.6295104957462,0.7912554441812799
2016-01-13,432.77,301.1551833674924,794.435875330724,0.782825753217738
2016-01-14,430.03,301.9784004996708,796.2456505538738,0.7690853784399044
2016-01-15,357.53,302.4741182865184,798.0588412716313,0.5295437481690836
2016-01-16,388.7,303.0607917896054,799.875452596102,0.6232710553907432
2016-01-17,378.46,303.6359478742946,801.6954896450252,0.5884063390243978
2016-01-18,384.89,304.26251230714144,803.5189575418359,0.6059386859359165
2016-01-19,375.27,304.8392770961139,805.3458614155959,0.5736332809235334
2016-01-20,418.54,305.56204123960356,807.1762064010686,0.7102417306088292
2016-01-21,409.38,306.1887768173053,809.0099976386704,0.6765658720086023
2016-01-22,382.9,306.7244232027257,810.8472402744987,0.5894993510410652
2016-01-23,387.5,307.30090543673504,812.6879394603365,0.6012509271462071
2016-01-24,403.05,307.9115843944716,814.5321003536476,0.6477144981254198
2016-01-25,391.4,308.4851945201135,816.3797281175871,0.6082962026446525
2016-01-26,391.54,308.96642997162513,818.2308279209973,0.6064083045260132
2016-01-27,394.79,309.42093254815785,820.0854049384243,0.6142193774234521
2016-01-28,379.61,309.7237384333138,821.9434643501212,0.5660552851974979
2016-01-29,378.68,310.120819964359,823.805011342031,0.5612926868696754
2016-01-30,378.46,310.5473007385993,825.6700511058227,0.5586061069156594
2016-01-31,367.95,310.94039903666237,827.5385888388619,0.5261531908433293
2016-02-01,371.33,311.3830549788037,829.4106297442462,0.5338945689235248
2016-02-02,372.93,311.82636221755666,831.2861790307958,0.5365265947771187
2016-02-03,368.87,312.2692623293343,833.1652419130356,0.5229814567150393
2016-02-04,387.99,312.80368823168214,835.0478236112466,0.5763122500262128
2016-02-05,384.5,313.3001167338411,836.9339293514269,0.5638206228961189
2016-02-06,375.44,313.7750109799526,838.823564365323,0.5355402373458247
2016-02-07,377.49,314.2559549999362,840.7167338904056,0.5393587078109966
2016-02-08,371.14,314.71377395239057,842.6134431699201,0.519435218668089
2016-02-09,372.68,315.1135226318696,844.5136974528415,0.521913385117365
2016-02-10,378.44,315.53481400215134,846.4175019939058,0.5362436336666209
2016-02-11,378.23,315.9331074919637,848.3248620535987,0.533770553140526
2016-02-12,382.05,316.3460769343305,850.2357828981725,0.5426734522809513
2016-02-13,391.0,316.7879398984647,852.150269799663,0.5663288541946587
2016-02-14,406.59,317.32260502025844,854.0683280358583,0.6099858465578851
2016-02-15,398.95,317.83736343227764,855.9899628903224,0.5850100366833672
2016-02-16,407.42,318.4047146099449,857.9151796524054,0.6076602766663262
2016-02-17,415.2,319.0238508812521,859.8439836172322,0.6284516630572018
2016-02-18,421.19,319.66090805877064,861.7763800857202,0.6439794185140333
2016-02-19,420.72,320.3069406821244,863.712374364575,0.6398097064745475
2016-02-20,437.46,320.9910582389037,865.6519717663076,0.688716424400449
2016-02-21,438.56,321.6961867434338,867.5951776092165,0.6891202215106033
2016-02-22,437.55,322.4170331338797,869.5419972174047,0.6828838416779057
2016-02-23,419.97,323.0715712410109,871.4924359207828,0.6264323403672054
2016-02-24,423.94,323.84977049817394,873.4464990550795,0.6353731949400201
2016-02-25,423.54,324.5939282632823,875.404191961837,0.6313059038775495
2016-02-26,430.85,325.3827790910109,877.3655199884149,0.6502450691056784
2016-02-27,433.12,326.1405810838192,879.3304884879924,0.6541231278416288
2016-02-28,433.73,326.9330828212434,881.2991028195936,0.6529151212178286
2016-02-29,436.44,327.7517119510894,883.2713683480471,0.6579758784546332
2016-03-01,433.08,328.55041034633956,885.2472904440468,0.6448662322044494
2016-03-02,420.39,329.325196936651,887.2268744841117,0.6048464067386938
2016-03-03,418.8,330.11618580391234,889.2101258506109,0.5975058034611598
2016-03-04,407.35,330.8753196443912,891.1970499317445,0.5627264478052557
2016-03-05,396.08,331.83456481713796,893.1876521216052,0.5292995134086458
2016-03-06,403.24,332.78677584020744,895.1819378200867,0.545820497839806
2016-03-07,412.21,333.71916250313933,897.1799124329959,0.5675137134706596
2016-03-08,411.18,334.6693372820744,899.1815813719761,0.5618244539476278
2016-03-09,412.8,335.6411130831123,901.1869500545464,0.5633643101665753
2016-03-10,415.98,336.64281298535485,903.1960239041049,0.5691064883494235
2016-03-11,419.39,337.79979307655174,905.2088083499245,0.5752120709366999
2016-03-12,410.58,338.82679443616735,907.2253088271485,0.5484066046476552
2016-03-13,412.52,339.8416949442624,909.2455307768084,0.550721690826831
2016-03-14,415.02,340.87753960088,911.269479645857,0.5544888793695028
2016-03-15,415.41,341.87516032564605,913.2971608870897,0.5526806235701793
2016-03-16,416.07,342.88539633153465,915.3285799592442,0.5515778202179669
2016-03-17,418.41,343.91738232164147,917.3637423269363,0.5548919360820914
