date,price,ahr999,gma200_assumed,estimate_price
2026-10-22,46000,0.18617088469172896,62776.88052215955,181052.3514513163
2026-10-22,46874,0.19199812558564064,63206.66453225463,181052.3514513163
2026-10-22,54283,0.24415063229621692,66660.05377192964,181052.3514513163
2026-10-22,60000,0.28765272043825213,69124.15660247815,181052.3514513163
2026-10-22,60547,0.29195942113708967,69351.93698773529,181052.3514513163
